change_control_id,material_id,supplier_id,change_number,change_type,risk_level,status,opened_date
890,56,6,CC-000890,Method,Medium,Implemented,2024-04-12
891,298,33,CC-000891,Specification,High,Proposed,2025-01-29
892,185,63,CC-000892,Storage,Low,Implemented,2024-01-12
893,84,69,CC-000893,Packaging,Medium,Implemented,2025-11-13
894,227,88,CC-000894,Specification,Low,Implemented,2024-03-11
895,113,25,CC-000895,Method,Low,Proposed,2024-02-27
896,256,119,CC-000896,Packaging,Low,Implemented,2026-03-11
897,179,83,CC-000897,Packaging,Medium,Implemented,2025-09-29
898,139,100,CC-000898,Specification,Low,Implemented,2025-09-23
899,258,7,CC-000899,Supplier Site,Medium,Approved,2025-02-19
900,278,14,CC-000900,Method,Medium,Proposed,2026-02-08
901,26,88,CC-000901,Packaging,Low,Implemented,2024-12-14
902,164,47,CC-000902,Supplier Site,Low,Implemented,2024-11-30
903,129,112,CC-000903,Method,Low,Approved,2024-06-08
904,193,36,CC-000904,Process,Low,Implemented,2024-04-23
905,52,111,CC-000905,Supplier Site,High,Implemented,2024-05-18
906,93,44,CC-000906,Storage,Medium,Implemented,2024-01-19
907,140,111,CC-000907,Packaging,Medium,Implemented,2024-09-28
908,61,49,CC-000908,Process,Medium,Implemented,2024-10-15
909,6,65,CC-000909,Process,Medium,Implemented,2026-02-26
910,233,63,CC-000910,Method,High,Proposed,2024-05-29
911,61,8,CC-000911,Method,Medium,Implemented,2024-08-24
912,220,10,CC-000912,Supplier Site,High,Implemented,2026-04-15
913,246,51,CC-000913,Supplier Site,Medium,Implemented,2024-07-08
914,205,98,CC-000914,Process,Low,Implemented,2026-03-15
915,185,101,CC-000915,Packaging,High,Implemented,2025-08-23
916,65,89,CC-000916,Packaging,High,Approved,2024-11-12
917,276,33,CC-000917,Storage,Low,Proposed,2024-10-05
918,249,46,CC-000918,Specification,Low,Implemented,2024-04-19
919,105,85,CC-000919,Specification,Medium,Implemented,2026-01-19
920,37,114,CC-000920,Process,Medium,Rejected,2025-08-09
921,139,34,CC-000921,Process,Low,Proposed,2025-05-04
922,169,108,CC-000922,Storage,Medium,Implemented,2025-04-15
923,92,69,CC-000923,Supplier Site,Medium,Proposed,2024-02-11
924,16,56,CC-000924,Process,Low,Proposed,2024-11-28
925,283,25,CC-000925,Storage,High,Implemented,2026-03-24
926,208,37,CC-000926,Method,Low,Approved,2025-06-24
927,117,65,CC-000927,Process,Medium,Implemented,2025-07-21
928,207,69,CC-000928,Process,Low,Implemented,2024-01-23
929,138,8,CC-000929,Method,High,Approved,2024-05-08
930,119,21,CC-000930,Supplier Site,Low,Proposed,2025-06-25
931,43,105,CC-000931,Process,Low,Implemented,2026-01-30
932,48,21,CC-000932,Specification,Medium,Implemented,2026-04-26
933,277,68,CC-000933,Storage,High,Rejected,2024-03-10
934,219,43,CC-000934,Specification,Medium,Proposed,2026-04-26
935,69,78,CC-000935,Process,Low,Proposed,2024-11-14
936,61,54,CC-000936,Method,Low,Proposed,2024-12-04
937,40,94,CC-000937,Specification,Medium,Proposed,2026-02-10
938,279,103,CC-000938,Specification,Low,Approved,2026-03-13
939,144,33,CC-000939,Packaging,Medium,Implemented,2024-02-07
940,203,17,CC-000940,Supplier Site,High,Implemented,2024-04-27
941,115,69,CC-000941,Supplier Site,Medium,Proposed,2026-02-12
942,61,10,CC-000942,Process,High,Implemented,2025-05-31
943,87,118,CC-000943,Supplier Site,Medium,Rejected,2024-02-09
944,77,51,CC-000944,Supplier Site,Low,Implemented,2024-02-09
945,183,21,CC-000945,Supplier Site,Low,Implemented,2025-05-30
946,93,102,CC-000946,Method,Low,Implemented,2025-05-13
947,245,9,CC-000947,Supplier Site,Medium,Approved,2024-03-22
948,29,108,CC-000948,Packaging,Medium,Implemented,2025-08-05
949,20,120,CC-000949,Specification,Medium,Implemented,2024-03-24
950,130,72,CC-000950,Storage,Low,Implemented,2025-07-02
951,264,89,CC-000951,Specification,Low,Implemented,2025-11-15
952,224,16,CC-000952,Supplier Site,High,Rejected,2025-05-20
953,221,78,CC-000953,Process,High,Implemented,2025-08-21
954,35,120,CC-000954,Specification,Medium,Implemented,2026-02-17
955,178,3,CC-000955,Method,Medium,Implemented,2025-01-13
956,65,49,CC-000956,Process,Medium,Implemented,2025-08-20
957,139,112,CC-000957,Storage,Low,Proposed,2024-12-16
958,274,84,CC-000958,Packaging,Medium,Implemented,2025-10-21
959,65,21,CC-000959,Specification,High,Implemented,2025-06-21
960,176,93,CC-000960,Process,Medium,Implemented,2024-05-05
961,199,15,CC-000961,Packaging,High,Implemented,2025-01-04
962,92,117,CC-000962,Packaging,Medium,Implemented,2026-02-10
963,108,75,CC-000963,Supplier Site,Low,Approved,2025-04-06
964,74,65,CC-000964,Storage,Medium,Implemented,2024-07-09
965,129,60,CC-000965,Packaging,Low,Approved,2024-07-20
966,204,33,CC-000966,Specification,Low,Implemented,2025-10-23
967,151,50,CC-000967,Specification,High,Implemented,2024-01-23
968,14,73,CC-000968,Method,Low,Approved,2024-02-01
969,156,4,CC-000969,Specification,Medium,Implemented,2025-08-30
970,242,91,CC-000970,Method,Low,Implemented,2024-04-21
971,77,90,CC-000971,Specification,Low,Implemented,2024-12-11
972,134,69,CC-000972,Method,Medium,Implemented,2025-04-15
973,156,29,CC-000973,Storage,Medium,Implemented,2024-06-03
974,186,97,CC-000974,Process,Low,Rejected,2024-04-23
975,112,115,CC-000975,Packaging,Medium,Approved,2024-09-20
976,40,109,CC-000976,Packaging,Low,Approved,2025-11-12
977,171,24,CC-000977,Process,Medium,Implemented,2025-07-12
978,157,12,CC-000978,Specification,Low,Implemented,2026-01-21
979,289,101,CC-000979,Specification,Low,Approved,2024-12-06
980,134,113,CC-000980,Method,Low,Proposed,2025-07-21
981,155,52,CC-000981,Method,Medium,Implemented,2024-11-15
982,124,95,CC-000982,Packaging,Low,Approved,2024-10-11
983,139,72,CC-000983,Supplier Site,Low,Implemented,2024-07-03
984,293,107,CC-000984,Packaging,High,Implemented,2024-06-20
985,256,68,CC-000985,Specification,Low,Rejected,2025-04-08
986,16,102,CC-000986,Storage,Low,Implemented,2024-01-15
987,152,58,CC-000987,Storage,High,Implemented,2026-04-24
988,17,63,CC-000988,Packaging,Low,Proposed,2026-01-10
989,174,97,CC-000989,Storage,Medium,Implemented,2026-03-01
990,72,6,CC-000990,Process,Low,Approved,2024-12-24
991,83,45,CC-000991,Process,Low,Proposed,2025-08-16
992,35,44,CC-000992,Storage,High,Implemented,2026-03-12
993,127,61,CC-000993,Supplier Site,Medium,Implemented,2025-07-26
994,33,74,CC-000994,Specification,Low,Proposed,2024-12-23
995,114,58,CC-000995,Storage,Low,Implemented,2024-04-28
996,161,81,CC-000996,Process,Low,Implemented,2025-07-13
997,153,70,CC-000997,Method,Medium,Implemented,2025-07-09
998,42,20,CC-000998,Storage,High,Implemented,2024-09-01
999,271,102,CC-000999,Method,Low,Approved,2026-03-28
1000,297,22,CC-001000,Packaging,Low,Approved,2025-01-03
1001,287,62,CC-001001,Method,Low,Implemented,2026-02-23
1002,19,109,CC-001002,Storage,Low,Implemented,2024-03-12
1003,4,36,CC-001003,Process,Low,Implemented,2024-04-09
1004,150,95,CC-001004,Method,Medium,Proposed,2025-09-13
1005,278,27,CC-001005,Supplier Site,Low,Approved,2025-04-25
1006,72,96,CC-001006,Specification,High,Rejected,2026-04-18
1007,211,3,CC-001007,Specification,Medium,Approved,2024-02-27
1008,83,20,CC-001008,Packaging,Low,Implemented,2025-03-24
1009,233,41,CC-001009,Supplier Site,Medium,Implemented,2026-04-12
1010,271,35,CC-001010,Supplier Site,Low,Implemented,2024-04-05
1011,114,76,CC-001011,Packaging,High,Implemented,2026-03-09
1012,131,113,CC-001012,Supplier Site,Low,Approved,2025-02-18
1013,245,99,CC-001013,Storage,Medium,Implemented,2026-03-29
1014,263,41,CC-001014,Process,Low,Approved,2025-03-02
1015,4,97,CC-001015,Specification,Low,Implemented,2026-02-25
1016,225,11,CC-001016,Supplier Site,Low,Rejected,2024-06-23
1017,243,47,CC-001017,Specification,High,Approved,2024-06-24
1018,177,98,CC-001018,Packaging,Medium,Implemented,2025-08-19
1019,228,9,CC-001019,Method,Medium,Implemented,2024-02-14
1020,27,101,CC-001020,Specification,High,Implemented,2025-03-31
1021,194,114,CC-001021,Specification,Medium,Implemented,2024-05-01
1022,129,75,CC-001022,Supplier Site,Low,Rejected,2024-01-16
1023,276,84,CC-001023,Method,High,Implemented,2026-04-05
1024,210,50,CC-001024,Process,Medium,Implemented,2025-10-05
1025,103,81,CC-001025,Process,Medium,Implemented,2026-02-22
1026,189,86,CC-001026,Method,Low,Implemented,2026-02-20
1027,92,73,CC-001027,Process,Low,Proposed,2024-06-08
1028,139,57,CC-001028,Packaging,High,Implemented,2025-10-20
1029,190,8,CC-001029,Method,Medium,Implemented,2024-06-16
1030,130,67,CC-001030,Packaging,Medium,Implemented,2025-12-07
1031,107,28,CC-001031,Process,Low,Implemented,2024-03-22
1032,267,79,CC-001032,Storage,High,Implemented,2024-02-26
1033,208,19,CC-001033,Supplier Site,Low,Implemented,2024-02-22
1034,42,110,CC-001034,Packaging,Medium,Approved,2025-09-28
1035,11,29,CC-001035,Supplier Site,Medium,Implemented,2025-08-20
1036,25,80,CC-001036,Specification,Medium,Implemented,2025-05-11
1037,164,35,CC-001037,Supplier Site,Low,Proposed,2024-09-29
1038,46,34,CC-001038,Method,High,Implemented,2025-11-20
1039,265,16,CC-001039,Supplier Site,Low,Implemented,2024-08-30
1040,78,109,CC-001040,Supplier Site,Medium,Implemented,2025-05-20
1041,285,44,CC-001041,Supplier Site,Low,Implemented,2025-11-05
1042,70,28,CC-001042,Specification,Low,Approved,2024-01-20
1043,133,42,CC-001043,Packaging,Medium,Implemented,2024-05-26
1044,168,85,CC-001044,Process,Low,Approved,2026-01-18
1045,240,80,CC-001045,Method,High,Implemented,2025-09-04
1046,68,31,CC-001046,Supplier Site,Low,Implemented,2025-12-31
1047,186,84,CC-001047,Method,Medium,Approved,2026-04-25
1048,62,25,CC-001048,Supplier Site,Medium,Implemented,2026-04-14
1049,222,104,CC-001049,Specification,Medium,Proposed,2026-01-06
1050,180,66,CC-001050,Method,Medium,Proposed,2024-07-05
1051,206,90,CC-001051,Supplier Site,Medium,Implemented,2026-04-27
1052,147,74,CC-001052,Specification,Low,Implemented,2025-01-02
1053,207,103,CC-001053,Storage,Low,Implemented,2025-12-03
1054,267,29,CC-001054,Process,Low,Implemented,2024-12-07
1055,3,3,CC-001055,Method,Low,Approved,2024-01-17
1056,59,102,CC-001056,Storage,Low,Implemented,2026-01-19
1057,152,65,CC-001057,Process,Medium,Implemented,2024-08-23
1058,221,117,CC-001058,Supplier Site,Medium,Implemented,2025-09-03
1059,209,71,CC-001059,Method,Medium,Implemented,2025-08-21
1060,54,67,CC-001060,Process,High,Proposed,2025-04-14
1061,202,85,CC-001061,Process,Low,Implemented,2025-11-16
1062,51,75,CC-001062,Specification,Medium,Rejected,2024-11-07
1063,122,73,CC-001063,Specification,Medium,Implemented,2024-11-25
1064,82,79,CC-001064,Packaging,High,Proposed,2024-04-08
1065,90,70,CC-001065,Method,Low,Approved,2026-03-21
1066,26,21,CC-001066,Storage,Medium,Implemented,2024-06-07
1067,60,15,CC-001067,Packaging,Medium,Proposed,2025-08-04
1068,258,31,CC-001068,Supplier Site,Low,Implemented,2026-04-11
1069,137,52,CC-001069,Specification,Medium,Implemented,2025-03-31
1070,272,51,CC-001070,Storage,Low,Implemented,2025-09-08
1071,122,99,CC-001071,Method,High,Approved,2024-09-08
1072,184,28,CC-001072,Storage,Medium,Proposed,2025-07-07
1073,69,74,CC-001073,Supplier Site,Low,Implemented,2024-09-23
1074,271,106,CC-001074,Specification,Low,Implemented,2025-08-17
1075,263,30,CC-001075,Packaging,Medium,Implemented,2026-03-01
1076,30,90,CC-001076,Method,High,Implemented,2026-01-16
1077,11,19,CC-001077,Supplier Site,Low,Approved,2025-06-11
1078,84,103,CC-001078,Packaging,Low,Rejected,2024-06-16
1079,59,64,CC-001079,Packaging,High,Rejected,2024-05-07
1080,140,11,CC-001080,Supplier Site,Medium,Implemented,2025-12-06
1081,71,83,CC-001081,Storage,Medium,Approved,2025-01-15
1082,21,78,CC-001082,Packaging,Medium,Implemented,2025-11-07
1083,98,73,CC-001083,Process,Medium,Implemented,2024-05-05
1084,249,56,CC-001084,Packaging,Low,Proposed,2024-06-21
1085,54,50,CC-001085,Storage,Medium,Proposed,2024-10-07
1086,45,42,CC-001086,Supplier Site,High,Approved,2025-09-20
1087,220,91,CC-001087,Specification,Low,Proposed,2024-08-29
1088,165,1,CC-001088,Supplier Site,Low,Approved,2025-06-05
1089,246,70,CC-001089,Process,Medium,Implemented,2025-09-01
1090,261,26,CC-001090,Supplier Site,Medium,Rejected,2026-01-24
1091,247,11,CC-001091,Method,Low,Implemented,2024-08-06
1092,20,43,CC-001092,Method,Low,Rejected,2024-09-29
1093,293,15,CC-001093,Packaging,High,Proposed,2024-04-27
1094,23,45,CC-001094,Method,Low,Implemented,2024-05-09
1095,86,35,CC-001095,Supplier Site,Medium,Implemented,2025-03-13
1096,98,51,CC-001096,Packaging,Low,Implemented,2025-04-12
1097,21,101,CC-001097,Storage,Low,Implemented,2025-10-19
1098,217,76,CC-001098,Packaging,Medium,Implemented,2025-09-28
1099,99,93,CC-001099,Storage,High,Approved,2025-03-08
1100,19,62,CC-001100,Storage,Medium,Implemented,2025-12-18
1101,214,91,CC-001101,Storage,Medium,Implemented,2024-03-27
1102,252,89,CC-001102,Process,Low,Implemented,2025-12-07
1103,147,14,CC-001103,Packaging,Low,Implemented,2026-01-17
1104,96,88,CC-001104,Supplier Site,High,Proposed,2026-03-17
1105,65,72,CC-001105,Process,Medium,Implemented,2024-03-12
1106,252,116,CC-001106,Process,Medium,Implemented,2026-02-05
1107,240,23,CC-001107,Method,Medium,Implemented,2025-03-08
1108,231,50,CC-001108,Method,Low,Implemented,2025-06-28
1109,145,113,CC-001109,Supplier Site,Medium,Implemented,2024-10-01
1110,231,6,CC-001110,Storage,Low,Implemented,2025-12-17
1111,273,54,CC-001111,Supplier Site,Low,Implemented,2024-07-10
1112,88,67,CC-001112,Supplier Site,High,Implemented,2025-11-08
1113,289,73,CC-001113,Packaging,Low,Proposed,2024-12-17
1114,77,69,CC-001114,Packaging,Medium,Proposed,2024-10-23
1115,120,60,CC-001115,Packaging,Medium,Proposed,2025-06-01
1116,210,17,CC-001116,Method,High,Rejected,2025-01-16
1117,108,22,CC-001117,Packaging,Medium,Proposed,2024-01-12
1118,32,92,CC-001118,Packaging,Medium,Implemented,2024-09-14
1119,114,82,CC-001119,Specification,Low,Implemented,2025-01-11
1120,25,103,CC-001120,Method,High,Approved,2026-03-13
1121,11,79,CC-001121,Specification,Medium,Proposed,2025-08-24
1122,204,46,CC-001122,Process,Low,Implemented,2025-01-27
1123,47,49,CC-001123,Supplier Site,High,Implemented,2025-03-30
1124,260,59,CC-001124,Storage,Low,Rejected,2024-02-20
1125,6,89,CC-001125,Supplier Site,Medium,Approved,2024-01-10
1126,242,32,CC-001126,Specification,Medium,Approved,2024-09-30
1127,60,14,CC-001127,Process,High,Implemented,2024-03-24
1128,30,77,CC-001128,Specification,Low,Implemented,2025-04-05
1129,236,94,CC-001129,Storage,Low,Implemented,2024-07-22
1130,171,6,CC-001130,Process,Medium,Implemented,2025-12-10
1131,38,113,CC-001131,Process,Low,Implemented,2024-06-25
1132,248,8,CC-001132,Process,Medium,Implemented,2025-03-27
1133,155,100,CC-001133,Process,Low,Implemented,2025-05-10
1134,163,25,CC-001134,Method,Low,Implemented,2025-07-05
1135,50,87,CC-001135,Packaging,Medium,Implemented,2024-04-06
1136,197,38,CC-001136,Storage,Low,Implemented,2024-05-23
1137,112,30,CC-001137,Packaging,Medium,Implemented,2025-08-30
1138,158,27,CC-001138,Supplier Site,Medium,Approved,2024-05-27
1139,293,59,CC-001139,Storage,Low,Implemented,2026-03-11
1140,279,58,CC-001140,Storage,Medium,Implemented,2024-08-26
1141,224,42,CC-001141,Storage,Low,Implemented,2024-11-06
1142,89,27,CC-001142,Supplier Site,Medium,Implemented,2025-06-17
1143,287,110,CC-001143,Packaging,High,Implemented,2025-07-12
1144,131,101,CC-001144,Specification,High,Implemented,2024-06-27
1145,29,42,CC-001145,Packaging,Low,Implemented,2024-12-30
1146,130,33,CC-001146,Supplier Site,Medium,Approved,2024-09-01
1147,198,34,CC-001147,Supplier Site,Medium,Implemented,2024-11-03
1148,174,41,CC-001148,Method,Medium,Implemented,2024-04-02
1149,177,71,CC-001149,Packaging,Medium,Implemented,2024-12-08
1150,80,58,CC-001150,Supplier Site,Medium,Implemented,2025-10-16
1151,101,108,CC-001151,Process,Medium,Implemented,2026-03-16
1152,130,82,CC-001152,Supplier Site,Medium,Approved,2026-03-24
1153,96,12,CC-001153,Process,Medium,Implemented,2024-10-26
1154,123,48,CC-001154,Packaging,Medium,Implemented,2024-08-16
1155,26,25,CC-001155,Method,Medium,Approved,2025-01-11
1156,258,55,CC-001156,Process,High,Implemented,2025-09-06
1157,155,33,CC-001157,Supplier Site,Medium,Implemented,2024-12-18
1158,124,15,CC-001158,Packaging,Medium,Implemented,2024-05-29
1159,82,105,CC-001159,Specification,Low,Implemented,2025-11-18
1160,292,53,CC-001160,Method,Low,Implemented,2024-04-06
1161,71,116,CC-001161,Packaging,Medium,Proposed,2025-08-08
1162,130,39,CC-001162,Process,High,Implemented,2025-07-11
1163,77,82,CC-001163,Specification,Medium,Approved,2025-12-08
1164,165,46,CC-001164,Supplier Site,High,Approved,2024-02-21
1165,105,101,CC-001165,Specification,Medium,Implemented,2025-02-14
1166,7,7,CC-001166,Packaging,High,Implemented,2024-08-24
1167,237,107,CC-001167,Specification,Low,Approved,2024-11-29
1168,269,85,CC-001168,Packaging,Medium,Implemented,2024-06-03
1169,290,100,CC-001169,Packaging,Low,Proposed,2024-09-07
1170,26,8,CC-001170,Process,Low,Implemented,2024-01-15
1171,293,116,CC-001171,Supplier Site,Low,Implemented,2024-08-06
1172,176,42,CC-001172,Method,Low,Implemented,2024-01-20
1173,91,104,CC-001173,Supplier Site,Low,Proposed,2025-09-23
1174,84,30,CC-001174,Specification,High,Implemented,2025-02-18
1175,261,47,CC-001175,Process,Medium,Implemented,2024-05-20
1176,268,15,CC-001176,Specification,Medium,Implemented,2024-11-22
1177,19,117,CC-001177,Method,Low,Proposed,2024-10-23
1178,216,9,CC-001178,Process,Low,Approved,2024-05-30
1179,111,19,CC-001179,Storage,Low,Implemented,2026-01-23
1180,58,99,CC-001180,Storage,Low,Proposed,2024-02-14
1181,228,103,CC-001181,Process,Low,Approved,2025-01-04
1182,184,26,CC-001182,Process,Low,Proposed,2024-04-11
1183,245,117,CC-001183,Storage,Low,Implemented,2024-08-14
1184,273,70,CC-001184,Packaging,High,Approved,2026-03-07
1185,147,58,CC-001185,Specification,Low,Implemented,2025-09-02
1186,34,75,CC-001186,Process,Low,Rejected,2024-09-06
1187,118,115,CC-001187,Packaging,Low,Implemented,2024-07-12
1188,268,53,CC-001188,Process,Medium,Approved,2026-03-26
1189,70,42,CC-001189,Storage,Low,Approved,2024-12-12
1190,78,1,CC-001190,Specification,Medium,Implemented,2024-02-12
1191,206,52,CC-001191,Supplier Site,Medium,Implemented,2025-11-22
1192,294,120,CC-001192,Storage,Low,Implemented,2024-12-25
1193,130,25,CC-001193,Process,Low,Implemented,2024-03-10
1194,261,15,CC-001194,Storage,Medium,Approved,2024-01-31
1195,249,120,CC-001195,Supplier Site,Medium,Implemented,2025-10-27
1196,242,103,CC-001196,Supplier Site,Low,Implemented,2024-04-22
1197,121,113,CC-001197,Process,Medium,Proposed,2025-04-11
1198,184,118,CC-001198,Method,Medium,Proposed,2026-03-20
1199,221,61,CC-001199,Supplier Site,Medium,Implemented,2026-04-10
1200,252,78,CC-001200,Specification,Low,Proposed,2025-11-03
1201,150,104,CC-001201,Process,Low,Implemented,2025-09-30
1202,139,78,CC-001202,Supplier Site,Medium,Implemented,2024-03-09
1203,18,30,CC-001203,Storage,Medium,Approved,2024-02-02
1204,141,27,CC-001204,Packaging,Low,Implemented,2025-10-23
1205,49,41,CC-001205,Method,Medium,Rejected,2024-03-27
1206,38,31,CC-001206,Method,High,Implemented,2025-06-11
1207,49,94,CC-001207,Specification,Medium,Implemented,2025-12-31
1208,181,14,CC-001208,Storage,Medium,Implemented,2026-04-04
1209,222,68,CC-001209,Specification,Medium,Approved,2025-04-16
1210,24,57,CC-001210,Packaging,Low,Implemented,2025-01-16
1211,278,35,CC-001211,Packaging,Medium,Implemented,2024-03-22
1212,120,77,CC-001212,Storage,High,Approved,2024-07-29
1213,74,52,CC-001213,Supplier Site,Medium,Approved,2024-04-27
1214,287,2,CC-001214,Process,Medium,Implemented,2025-09-20
1215,74,97,CC-001215,Process,High,Implemented,2024-04-21
1216,70,20,CC-001216,Method,Medium,Implemented,2024-05-07
1217,161,111,CC-001217,Supplier Site,Medium,Implemented,2024-05-13
1218,264,24,CC-001218,Method,High,Implemented,2024-06-20
1219,12,46,CC-001219,Supplier Site,Low,Implemented,2024-08-29
1220,138,5,CC-001220,Specification,Medium,Approved,2025-01-15
1221,217,97,CC-001221,Specification,Low,Implemented,2025-09-08
1222,82,18,CC-001222,Process,Medium,Implemented,2024-12-20
1223,211,47,CC-001223,Process,Low,Rejected,2025-10-05
1224,99,2,CC-001224,Packaging,Medium,Approved,2025-01-28
1225,194,20,CC-001225,Storage,High,Implemented,2025-01-26
1226,250,8,CC-001226,Packaging,High,Approved,2025-04-06
1227,83,113,CC-001227,Method,Low,Implemented,2024-11-24
1228,228,46,CC-001228,Storage,Medium,Implemented,2026-01-28
1229,127,114,CC-001229,Supplier Site,Low,Approved,2024-06-04
1230,264,111,CC-001230,Specification,Low,Approved,2024-06-17
1231,99,107,CC-001231,Method,Low,Implemented,2026-03-02
1232,200,104,CC-001232,Packaging,High,Approved,2025-06-20
1233,40,51,CC-001233,Supplier Site,Medium,Proposed,2025-11-20
1234,119,42,CC-001234,Process,Low,Implemented,2024-08-16
1235,244,41,CC-001235,Supplier Site,Medium,Proposed,2025-10-06
1236,23,100,CC-001236,Specification,Low,Implemented,2025-09-25
1237,162,101,CC-001237,Method,Medium,Implemented,2026-03-01
1238,156,56,CC-001238,Process,Medium,Approved,2025-03-13
1239,272,81,CC-001239,Storage,Medium,Approved,2025-06-03
1240,299,68,CC-001240,Specification,Medium,Rejected,2025-03-28
1241,142,18,CC-001241,Specification,Medium,Implemented,2025-10-13
1242,294,66,CC-001242,Supplier Site,Medium,Implemented,2024-10-22
1243,64,18,CC-001243,Specification,Medium,Implemented,2024-07-10
1244,139,15,CC-001244,Packaging,Low,Implemented,2025-07-11
1245,162,48,CC-001245,Method,Medium,Rejected,2025-08-29
1246,188,84,CC-001246,Supplier Site,Medium,Approved,2025-01-19
1247,245,17,CC-001247,Process,Low,Implemented,2024-07-02
1248,48,44,CC-001248,Method,High,Implemented,2024-10-07
1249,215,96,CC-001249,Packaging,Low,Approved,2025-10-11
1250,8,120,CC-001250,Specification,Medium,Implemented,2024-04-27
1251,60,117,CC-001251,Packaging,Low,Approved,2025-07-05
1252,260,5,CC-001252,Specification,Medium,Implemented,2025-09-04
1253,123,58,CC-001253,Packaging,Low,Implemented,2025-09-24
1254,96,93,CC-001254,Method,Medium,Approved,2025-03-31
1255,133,98,CC-001255,Supplier Site,Low,Proposed,2026-01-10
1256,147,26,CC-001256,Storage,Medium,Implemented,2025-12-25
1257,157,18,CC-001257,Process,Low,Implemented,2026-03-27
1258,60,35,CC-001258,Packaging,Medium,Implemented,2025-02-20
1259,13,20,CC-001259,Packaging,Medium,Proposed,2025-06-08
1260,79,96,CC-001260,Process,Medium,Proposed,2024-09-19
1261,4,86,CC-001261,Process,Low,Approved,2026-04-04
1262,36,74,CC-001262,Packaging,Medium,Proposed,2025-07-08
1263,138,12,CC-001263,Specification,Medium,Implemented,2024-10-26
1264,118,30,CC-001264,Specification,Low,Approved,2024-03-24
1265,248,32,CC-001265,Storage,Low,Implemented,2025-11-28
1266,170,53,CC-001266,Process,Medium,Implemented,2025-12-07
1267,111,14,CC-001267,Method,High,Implemented,2025-12-25
1268,103,29,CC-001268,Method,High,Implemented,2025-06-07
1269,205,25,CC-001269,Storage,Low,Rejected,2024-07-28
1270,192,37,CC-001270,Supplier Site,High,Proposed,2024-09-11
1271,196,84,CC-001271,Specification,High,Implemented,2026-02-05
1272,207,102,CC-001272,Method,Low,Proposed,2025-07-15
1273,160,52,CC-001273,Packaging,Medium,Approved,2024-07-30
1274,145,91,CC-001274,Process,Medium,Implemented,2025-08-21
1275,202,73,CC-001275,Method,Low,Proposed,2024-05-02
1276,236,40,CC-001276,Supplier Site,Low,Proposed,2024-08-20
1277,214,17,CC-001277,Specification,Medium,Approved,2025-11-13
1278,88,94,CC-001278,Storage,Medium,Approved,2024-05-17
1279,13,33,CC-001279,Packaging,Medium,Implemented,2025-01-24
1280,97,118,CC-001280,Storage,Low,Implemented,2025-07-27
1281,12,99,CC-001281,Supplier Site,Medium,Approved,2025-09-08
1282,143,34,CC-001282,Specification,Low,Implemented,2025-02-11
1283,12,48,CC-001283,Process,Medium,Implemented,2026-02-13
1284,161,81,CC-001284,Process,Medium,Approved,2024-01-14
1285,118,65,CC-001285,Supplier Site,Medium,Implemented,2025-11-18
1286,298,43,CC-001286,Packaging,Low,Implemented,2024-08-25
1287,7,61,CC-001287,Storage,Medium,Implemented,2024-06-14
1288,160,9,CC-001288,Specification,Medium,Approved,2024-04-06
1289,243,12,CC-001289,Process,Low,Implemented,2024-05-26
1290,67,15,CC-001290,Storage,Medium,Implemented,2026-01-08
1291,268,91,CC-001291,Supplier Site,High,Proposed,2025-06-19
1292,149,32,CC-001292,Process,Low,Implemented,2025-08-21
1293,65,5,CC-001293,Packaging,High,Implemented,2024-09-17
1294,60,120,CC-001294,Supplier Site,Low,Approved,2026-03-07
1295,202,53,CC-001295,Packaging,Medium,Approved,2024-12-10
1296,93,4,CC-001296,Method,Medium,Implemented,2025-03-21
1297,108,113,CC-001297,Specification,Low,Implemented,2024-06-06
1298,226,71,CC-001298,Supplier Site,Low,Implemented,2025-11-23
1299,81,114,CC-001299,Specification,Medium,Implemented,2025-12-13
1300,143,84,CC-001300,Packaging,Low,Implemented,2024-11-13
1301,96,4,CC-001301,Storage,Low,Approved,2025-02-25
1302,101,95,CC-001302,Process,Medium,Implemented,2024-09-22
1303,128,69,CC-001303,Storage,Medium,Approved,2025-08-09
1304,204,96,CC-001304,Packaging,Low,Rejected,2024-01-27
1305,95,12,CC-001305,Method,Medium,Implemented,2025-07-06
1306,232,23,CC-001306,Packaging,High,Approved,2025-09-22
1307,183,60,CC-001307,Specification,Low,Approved,2025-03-17
1308,92,113,CC-001308,Storage,Low,Implemented,2026-01-20
1309,118,66,CC-001309,Process,Low,Proposed,2025-06-10
1310,87,112,CC-001310,Method,Medium,Implemented,2024-10-06
1311,287,33,CC-001311,Supplier Site,Low,Rejected,2026-03-31
1312,230,94,CC-001312,Supplier Site,Low,Proposed,2025-06-14
1313,25,5,CC-001313,Method,Medium,Proposed,2024-01-24
1314,209,44,CC-001314,Method,Medium,Implemented,2025-07-19
1315,181,89,CC-001315,Method,Low,Implemented,2026-03-08
1316,161,77,CC-001316,Supplier Site,High,Approved,2025-08-20
1317,172,29,CC-001317,Specification,Low,Approved,2024-01-04
1318,178,38,CC-001318,Specification,Low,Rejected,2024-03-16
1319,177,78,CC-001319,Specification,Medium,Implemented,2024-07-27
1320,86,111,CC-001320,Packaging,Medium,Implemented,2026-01-09
1321,89,78,CC-001321,Process,High,Approved,2024-12-30
1322,242,82,CC-001322,Packaging,Medium,Implemented,2024-02-07
