investigation_id,test_id,investigation_number,opened_date,severity,root_cause,status,eqms_record_id,closed_date
5032,17853,INV-0005032,2024-05-30,Minor,Unknown,Closed,EQMS-0770912,2024-08-02
5033,116499,INV-0005033,2025-04-01,Major,Specification,Closed,EQMS-5974333,2025-04-19
5034,69067,INV-0005034,2024-12-13,Minor,Sample Handling,Closed,EQMS-5859185,2024-12-24
5035,63950,INV-0005035,2025-09-30,Minor,Unknown,Closed,EQMS-0867650,2025-10-16
5036,2548,INV-0005036,2024-06-15,Minor,Supplier,Closed,EQMS-5553550,2024-09-05
5037,63448,INV-0005037,2025-05-06,Major,Specification,In Progress,EQMS-1411194,
5038,24176,INV-0005038,2025-01-12,Minor,Unknown,Closed,EQMS-8635975,2025-02-06
5039,73096,INV-0005039,2024-02-17,Minor,Equipment,Closed,EQMS-3482379,2024-03-30
5040,67218,INV-0005040,2024-03-02,Major,Equipment,Closed,EQMS-6249232,2024-03-13
5041,105713,INV-0005041,2025-08-30,Major,Operator,Closed,EQMS-1031709,2025-11-22
5042,80470,INV-0005042,2025-12-26,Minor,Equipment,Closed,EQMS-1455640,2026-02-02
5043,20233,INV-0005043,2025-12-07,Major,Analytical Method,Closed,EQMS-5994394,2025-12-30
5044,70673,INV-0005044,2024-03-06,Major,Unknown,Closed,EQMS-3588606,2024-05-12
5045,15281,INV-0005045,2024-06-15,Critical,Specification,Closed,EQMS-1974179,2024-08-06
5046,106041,INV-0005046,2025-10-30,Critical,Specification,Open,EQMS-4718289,
5047,95207,INV-0005047,2024-02-09,Major,Analytical Method,In Progress,EQMS-3487631,
5048,9642,INV-0005048,2025-09-12,Major,Unknown,In Progress,EQMS-5457547,
5049,53481,INV-0005049,2025-06-25,Minor,Specification,Closed,EQMS-5703418,2025-07-09
5050,119676,INV-0005050,2024-08-25,Major,Supplier,Closed,EQMS-8001342,2024-11-20
5051,96957,INV-0005051,2024-08-02,Major,Specification,Closed,EQMS-6402970,2024-09-10
5052,70757,INV-0005052,2024-03-04,Minor,Sample Handling,Closed,EQMS-7389862,2024-05-31
5053,22436,INV-0005053,2024-10-20,Major,Equipment,Closed,EQMS-3751558,2024-12-18
5054,81275,INV-0005054,2025-10-06,Minor,Sample Handling,Closed,EQMS-7152663,2025-12-03
5055,9480,INV-0005055,2024-01-12,Minor,Supplier,Closed,EQMS-2421763,2024-01-17
5056,17764,INV-0005056,2024-10-16,Minor,Specification,Closed,EQMS-5308776,2024-11-19
5057,84682,INV-0005057,2024-11-17,Major,Equipment,Closed,EQMS-5388372,2024-12-20
5058,590,INV-0005058,2025-12-28,Major,Operator,Closed,EQMS-6097726,2026-02-27
5059,94293,INV-0005059,2024-01-11,Critical,Analytical Method,Closed,EQMS-0784683,2024-02-19
5060,80766,INV-0005060,2025-07-24,Major,Analytical Method,Closed,EQMS-3738856,2025-08-18
5061,49922,INV-0005061,2024-11-28,Minor,Supplier,Closed,EQMS-0332633,2025-02-01
5062,61393,INV-0005062,2025-01-04,Major,Analytical Method,Closed,EQMS-3849020,2025-01-23
5063,101675,INV-0005063,2025-03-14,Minor,Supplier,Open,EQMS-2737728,
5064,11628,INV-0005064,2025-05-02,Major,Supplier,Open,EQMS-9424776,
5065,59444,INV-0005065,2025-08-12,Major,Supplier,Closed,EQMS-1182503,2025-09-27
5066,115121,INV-0005066,2025-05-26,Major,Specification,Closed,EQMS-2406861,2025-06-12
5067,30220,INV-0005067,2024-08-17,Minor,Analytical Method,Closed,EQMS-4507858,2024-10-27
5068,29623,INV-0005068,2025-03-02,Minor,Equipment,Closed,EQMS-7780483,2025-04-28
5069,40472,INV-0005069,2024-06-15,Minor,Equipment,Closed,EQMS-5349836,2024-08-03
5070,43000,INV-0005070,2024-06-10,Minor,Specification,Closed,EQMS-7226034,2024-07-24
5071,112849,INV-0005071,2025-12-17,Critical,Sample Handling,Closed,EQMS-7507859,2026-02-15
5072,43110,INV-0005072,2024-01-28,Critical,Analytical Method,Closed,EQMS-7446539,2024-04-22
5073,33517,INV-0005073,2024-02-07,Major,Operator,In Progress,EQMS-0413196,
5074,107794,INV-0005074,2025-11-27,Minor,Analytical Method,In Progress,EQMS-6897173,
5075,72972,INV-0005075,2026-01-30,Major,Analytical Method,In Progress,EQMS-9939555,
5076,30312,INV-0005076,2025-02-15,Minor,Sample Handling,Closed,EQMS-3471297,2025-04-06
5077,22782,INV-0005077,2026-02-10,Major,Operator,Closed,EQMS-4919703,2026-03-27
5078,43676,INV-0005078,2024-10-22,Major,Sample Handling,In Progress,EQMS-7504597,
5079,10856,INV-0005079,2025-04-01,Minor,Unknown,In Progress,EQMS-7123044,
5080,46293,INV-0005080,2024-06-02,Major,Operator,Closed,EQMS-9384370,2024-06-18
5081,83154,INV-0005081,2025-10-15,Minor,Operator,Closed,EQMS-5036277,2025-11-20
5082,107588,INV-0005082,2024-03-19,Major,Operator,Closed,EQMS-0506138,2024-04-07
5083,17383,INV-0005083,2024-12-01,Major,Specification,Closed,EQMS-7339666,2025-01-09
5084,119458,INV-0005084,2024-02-16,Major,Equipment,Closed,EQMS-9889559,2024-04-04
5085,102901,INV-0005085,2025-06-18,Critical,Analytical Method,Closed,EQMS-4642145,2025-06-23
5086,13613,INV-0005086,2024-04-24,Critical,Sample Handling,In Progress,EQMS-0615340,
5087,109118,INV-0005087,2025-11-03,Minor,Unknown,Closed,EQMS-3547931,2025-11-12
5088,81749,INV-0005088,2025-02-22,Minor,Sample Handling,Closed,EQMS-5558318,2025-05-22
5089,113491,INV-0005089,2024-02-26,Major,Analytical Method,Closed,EQMS-9523672,2024-05-21
5090,69533,INV-0005090,2025-07-09,Major,Unknown,Closed,EQMS-6887911,2025-07-24
5091,44902,INV-0005091,2024-03-13,Major,Specification,Open,EQMS-8230421,
5092,25656,INV-0005092,2024-01-14,Major,Equipment,Closed,EQMS-9519944,2024-03-29
5093,54906,INV-0005093,2024-07-16,Minor,Specification,Closed,EQMS-6517205,2024-09-26
5094,36902,INV-0005094,2025-06-22,Minor,Analytical Method,In Progress,EQMS-0712137,
5095,60618,INV-0005095,2024-06-27,Minor,Unknown,In Progress,EQMS-8281542,
5096,101524,INV-0005096,2025-11-03,Major,Unknown,In Progress,EQMS-6064917,
5097,117858,INV-0005097,2024-02-16,Major,Equipment,Closed,EQMS-8362449,2024-03-26
5098,21899,INV-0005098,2024-11-10,Minor,Unknown,Closed,EQMS-1370735,2024-12-19
5099,87008,INV-0005099,2024-11-05,Major,Specification,Closed,EQMS-1765369,2025-02-02
5100,2662,INV-0005100,2024-09-14,Major,Sample Handling,Closed,EQMS-1657046,2024-11-29
5101,1287,INV-0005101,2024-02-24,Minor,Sample Handling,Closed,EQMS-2394399,2024-05-13
5102,7865,INV-0005102,2025-11-09,Critical,Sample Handling,Closed,EQMS-4242286,2025-12-13
5103,8364,INV-0005103,2024-07-27,Major,Operator,In Progress,EQMS-4194766,
5104,82364,INV-0005104,2024-07-09,Major,Supplier,Closed,EQMS-7528922,2024-08-10
5105,84989,INV-0005105,2025-01-21,Major,Equipment,Closed,EQMS-5270912,2025-02-26
5106,18515,INV-0005106,2024-02-01,Major,Operator,Closed,EQMS-5264752,2024-04-14
5107,13994,INV-0005107,2024-05-19,Minor,Sample Handling,Closed,EQMS-9370446,2024-05-31
5108,4411,INV-0005108,2024-02-19,Major,Unknown,Closed,EQMS-4760256,2024-02-29
5109,85907,INV-0005109,2025-07-04,Major,Unknown,Closed,EQMS-1540315,2025-07-10
5110,17004,INV-0005110,2024-04-04,Major,Specification,Open,EQMS-0849727,
5111,98724,INV-0005111,2024-07-27,Major,Sample Handling,Closed,EQMS-9627476,2024-09-01
5112,113182,INV-0005112,2025-12-12,Minor,Supplier,Closed,EQMS-2682399,2025-12-27
5113,100864,INV-0005113,2026-02-21,Minor,Specification,In Progress,EQMS-0889753,
5114,79201,INV-0005114,2024-05-25,Major,Unknown,Closed,EQMS-8357618,2024-06-05
5115,106931,INV-0005115,2024-11-05,Minor,Unknown,Open,EQMS-7335924,
5116,81406,INV-0005116,2025-03-30,Minor,Operator,Closed,EQMS-5756738,2025-04-23
5117,102094,INV-0005117,2025-04-14,Minor,Unknown,Closed,EQMS-0458381,2025-05-31
5118,79230,INV-0005118,2026-01-30,Critical,Unknown,Closed,EQMS-4981091,2026-04-07
5119,104234,INV-0005119,2024-10-16,Minor,Specification,Closed,EQMS-4621384,2024-10-28
5120,14576,INV-0005120,2025-02-23,Minor,Equipment,Closed,EQMS-4927508,2025-04-07
5121,84145,INV-0005121,2024-01-21,Minor,Supplier,Closed,EQMS-5519613,2024-02-29
5122,12107,INV-0005122,2025-08-28,Major,Sample Handling,Closed,EQMS-1746987,2025-09-19
5123,33588,INV-0005123,2025-12-15,Major,Operator,Closed,EQMS-2947787,2026-02-01
5124,116138,INV-0005124,2024-02-21,Major,Unknown,In Progress,EQMS-6042999,
5125,61334,INV-0005125,2025-01-13,Major,Sample Handling,Closed,EQMS-3174878,2025-04-07
5126,97390,INV-0005126,2025-10-09,Minor,Equipment,Closed,EQMS-1301323,2025-11-19
5127,25582,INV-0005127,2026-02-28,Minor,Supplier,Open,EQMS-3528324,
5128,27708,INV-0005128,2025-11-15,Major,Sample Handling,Closed,EQMS-1870830,2026-02-01
5129,110378,INV-0005129,2025-10-05,Minor,Equipment,Closed,EQMS-3674223,2025-11-04
5130,112030,INV-0005130,2025-11-24,Minor,Equipment,Closed,EQMS-5764290,2025-12-10
5131,96539,INV-0005131,2025-05-06,Minor,Unknown,Open,EQMS-6987735,
5132,55523,INV-0005132,2024-09-20,Major,Specification,In Progress,EQMS-9233166,
5133,27275,INV-0005133,2025-07-04,Major,Equipment,Open,EQMS-3264397,
5134,79493,INV-0005134,2025-05-14,Minor,Equipment,In Progress,EQMS-2961503,
5135,24852,INV-0005135,2024-08-09,Minor,Analytical Method,In Progress,EQMS-3349841,
5136,81253,INV-0005136,2025-05-14,Major,Supplier,Closed,EQMS-6345354,2025-06-26
5137,98489,INV-0005137,2024-08-16,Major,Unknown,Open,EQMS-7051369,
5138,48618,INV-0005138,2024-10-10,Major,Equipment,Closed,EQMS-2852534,2024-11-17
5139,27978,INV-0005139,2024-12-06,Minor,Analytical Method,In Progress,EQMS-9170058,
5140,74655,INV-0005140,2025-02-19,Major,Analytical Method,In Progress,EQMS-8755362,
5141,5741,INV-0005141,2025-05-16,Major,Operator,In Progress,EQMS-7296997,
5142,62066,INV-0005142,2025-07-18,Minor,Equipment,In Progress,EQMS-2691509,
5143,61495,INV-0005143,2024-12-16,Minor,Analytical Method,Closed,EQMS-1699590,2024-12-23
5144,36712,INV-0005144,2025-01-05,Major,Specification,Closed,EQMS-9922915,2025-04-04
5145,64268,INV-0005145,2025-02-03,Minor,Sample Handling,Closed,EQMS-2777685,2025-03-18
5146,17309,INV-0005146,2026-03-11,Major,Specification,Closed,EQMS-4340891,2026-03-17
5147,18131,INV-0005147,2024-12-05,Minor,Operator,Closed,EQMS-9744009,2024-12-10
5148,51277,INV-0005148,2024-10-12,Critical,Analytical Method,Open,EQMS-0652617,
5149,69779,INV-0005149,2024-01-22,Major,Equipment,Closed,EQMS-4594959,2024-02-11
5150,27126,INV-0005150,2025-05-22,Minor,Equipment,Closed,EQMS-0666070,2025-08-16
5151,114207,INV-0005151,2025-05-25,Major,Supplier,In Progress,EQMS-5680801,
5152,9090,INV-0005152,2024-11-11,Minor,Sample Handling,Closed,EQMS-3516305,2025-01-07
5153,100153,INV-0005153,2026-01-17,Minor,Sample Handling,Closed,EQMS-5121322,2026-03-20
5154,26584,INV-0005154,2024-12-26,Minor,Equipment,Closed,EQMS-8498579,2025-02-16
5155,70472,INV-0005155,2025-09-07,Minor,Unknown,Closed,EQMS-2416815,2025-10-19
5156,30654,INV-0005156,2025-08-16,Minor,Unknown,Closed,EQMS-5228517,2025-11-01
5157,2314,INV-0005157,2024-10-05,Minor,Operator,Closed,EQMS-6884425,2024-12-30
5158,83099,INV-0005158,2024-01-03,Minor,Sample Handling,Closed,EQMS-1499926,2024-02-11
5159,16320,INV-0005159,2025-07-21,Minor,Operator,Closed,EQMS-9294781,2025-09-30
5160,106481,INV-0005160,2024-05-20,Critical,Operator,Closed,EQMS-9449215,2024-06-02
5161,40146,INV-0005161,2024-03-29,Major,Unknown,Closed,EQMS-9254803,2024-04-13
5162,110346,INV-0005162,2025-05-30,Major,Supplier,Open,EQMS-8894696,
5163,100518,INV-0005163,2025-10-06,Minor,Unknown,Open,EQMS-7570342,
5164,5963,INV-0005164,2024-11-24,Major,Specification,Open,EQMS-6573365,
5165,10209,INV-0005165,2025-01-07,Minor,Sample Handling,Closed,EQMS-2310160,2025-03-06
5166,60534,INV-0005166,2024-07-14,Critical,Operator,Closed,EQMS-9949277,2024-08-04
5167,53836,INV-0005167,2024-07-15,Minor,Analytical Method,Open,EQMS-6514147,
5168,98997,INV-0005168,2024-11-20,Major,Supplier,Closed,EQMS-9770062,2024-11-29
5169,97155,INV-0005169,2025-07-13,Major,Analytical Method,In Progress,EQMS-1133916,
5170,13554,INV-0005170,2025-08-21,Major,Equipment,Open,EQMS-6953493,
5171,2973,INV-0005171,2025-02-12,Minor,Unknown,Closed,EQMS-4034527,2025-04-08
5172,99451,INV-0005172,2024-07-14,Critical,Unknown,In Progress,EQMS-9166134,
5173,100674,INV-0005173,2025-04-03,Major,Equipment,In Progress,EQMS-7083596,
5174,65100,INV-0005174,2025-10-01,Minor,Unknown,In Progress,EQMS-1991451,
5175,12979,INV-0005175,2024-01-24,Minor,Specification,In Progress,EQMS-0404111,
5176,17996,INV-0005176,2025-08-20,Major,Specification,In Progress,EQMS-7396192,
5177,39184,INV-0005177,2024-05-19,Minor,Sample Handling,Closed,EQMS-6332391,2024-06-24
5178,38585,INV-0005178,2025-09-09,Minor,Unknown,Closed,EQMS-3589008,2025-11-16
5179,60443,INV-0005179,2025-01-06,Minor,Specification,Open,EQMS-3759230,
5180,66533,INV-0005180,2024-05-07,Minor,Equipment,Closed,EQMS-4564567,2024-06-06
5181,23319,INV-0005181,2026-01-28,Minor,Specification,Closed,EQMS-0704783,2026-04-03
5182,23696,INV-0005182,2024-11-29,Major,Sample Handling,In Progress,EQMS-4363832,
5183,85146,INV-0005183,2024-07-26,Minor,Equipment,Closed,EQMS-5209373,2024-08-04
5184,69932,INV-0005184,2024-10-22,Minor,Specification,Closed,EQMS-3323547,2024-11-27
5185,35149,INV-0005185,2025-04-25,Minor,Operator,Closed,EQMS-1190025,2025-06-27
5186,58675,INV-0005186,2025-10-16,Major,Analytical Method,Closed,EQMS-0182581,2025-11-03
5187,52490,INV-0005187,2024-11-28,Major,Operator,Closed,EQMS-2551603,2024-12-24
5188,80196,INV-0005188,2024-12-26,Minor,Specification,Closed,EQMS-8255180,2025-01-27
5189,50863,INV-0005189,2024-08-23,Minor,Unknown,In Progress,EQMS-9182741,
5190,29124,INV-0005190,2025-09-11,Minor,Supplier,Closed,EQMS-6118822,2025-10-02
5191,115321,INV-0005191,2024-12-17,Major,Sample Handling,Closed,EQMS-1190754,2025-03-02
5192,47181,INV-0005192,2025-11-01,Minor,Analytical Method,Closed,EQMS-8413784,2026-01-18
5193,84788,INV-0005193,2024-12-25,Minor,Specification,Closed,EQMS-2322659,2025-03-17
5194,85695,INV-0005194,2024-01-16,Minor,Sample Handling,Closed,EQMS-1736127,2024-02-16
5195,4469,INV-0005195,2025-10-18,Minor,Sample Handling,In Progress,EQMS-9383407,
5196,15621,INV-0005196,2025-03-13,Major,Operator,Closed,EQMS-8210010,2025-04-15
5197,14130,INV-0005197,2024-07-18,Major,Supplier,In Progress,EQMS-8802897,
5198,93769,INV-0005198,2024-05-24,Major,Specification,Open,EQMS-0924472,
5199,68903,INV-0005199,2024-03-30,Critical,Unknown,Open,EQMS-4974517,
5200,55074,INV-0005200,2025-02-01,Critical,Specification,Closed,EQMS-7936981,2025-04-27
5201,22257,INV-0005201,2025-08-07,Critical,Analytical Method,Closed,EQMS-4758362,2025-09-07
5202,29034,INV-0005202,2024-10-26,Minor,Sample Handling,Closed,EQMS-4254964,2025-01-18
5203,101375,INV-0005203,2025-12-29,Minor,Sample Handling,Closed,EQMS-5921183,2026-02-25
5204,9264,INV-0005204,2024-06-27,Major,Supplier,Closed,EQMS-3540538,2024-08-24
5205,58878,INV-0005205,2024-02-18,Minor,Operator,In Progress,EQMS-9612923,
5206,113631,INV-0005206,2024-06-17,Minor,Equipment,In Progress,EQMS-1091630,
5207,35206,INV-0005207,2025-09-09,Critical,Specification,Closed,EQMS-7232162,2025-11-15
5208,57079,INV-0005208,2025-01-20,Minor,Analytical Method,Closed,EQMS-8531463,2025-03-20
5209,119342,INV-0005209,2025-01-14,Minor,Specification,Closed,EQMS-3867081,2025-03-22
5210,111903,INV-0005210,2025-11-17,Major,Analytical Method,Closed,EQMS-3227060,2026-01-17
5211,76703,INV-0005211,2026-02-09,Major,Sample Handling,Closed,EQMS-7306195,2026-04-02
5212,55575,INV-0005212,2026-03-30,Minor,Specification,Closed,EQMS-2231088,2026-04-27
5213,78696,INV-0005213,2024-12-06,Minor,Analytical Method,Closed,EQMS-0315052,2025-03-05
5214,43005,INV-0005214,2025-07-16,Major,Unknown,Closed,EQMS-5330365,2025-07-25
5215,62290,INV-0005215,2026-03-25,Major,Specification,Closed,EQMS-7873788,2026-05-17
5216,68761,INV-0005216,2024-05-30,Minor,Specification,Closed,EQMS-3020285,2024-07-06
5217,82723,INV-0005217,2024-01-12,Major,Unknown,Closed,EQMS-2604541,2024-03-27
5218,33308,INV-0005218,2025-02-23,Major,Sample Handling,Closed,EQMS-2926889,2025-04-19
5219,32136,INV-0005219,2024-04-09,Minor,Unknown,Closed,EQMS-3600118,2024-04-26
5220,67359,INV-0005220,2025-10-15,Minor,Specification,Closed,EQMS-3224881,2025-11-10
5221,27871,INV-0005221,2024-06-29,Minor,Operator,Closed,EQMS-8592857,2024-08-12
5222,59593,INV-0005222,2025-04-27,Major,Analytical Method,Closed,EQMS-7453555,2025-06-25
5223,20216,INV-0005223,2024-12-10,Major,Unknown,Open,EQMS-9681547,
5224,71429,INV-0005224,2025-08-03,Major,Unknown,Open,EQMS-8938179,
5225,48900,INV-0005225,2025-05-12,Critical,Analytical Method,Closed,EQMS-3478474,2025-07-05
5226,114521,INV-0005226,2024-06-10,Major,Supplier,Closed,EQMS-2480674,2024-07-21
5227,55115,INV-0005227,2024-07-25,Minor,Supplier,Closed,EQMS-5092108,2024-08-29
5228,98453,INV-0005228,2025-03-02,Major,Supplier,Closed,EQMS-9934776,2025-03-23
5229,111518,INV-0005229,2024-06-16,Major,Specification,Closed,EQMS-8639687,2024-08-01
5230,7229,INV-0005230,2025-02-16,Minor,Operator,Closed,EQMS-8505445,2025-05-08
5231,95029,INV-0005231,2025-07-25,Minor,Analytical Method,In Progress,EQMS-6686182,
5232,27775,INV-0005232,2024-01-27,Major,Equipment,Closed,EQMS-9035411,2024-03-10
5233,92962,INV-0005233,2025-12-21,Critical,Analytical Method,Closed,EQMS-0483066,2026-02-09
5234,5642,INV-0005234,2025-07-16,Minor,Analytical Method,Open,EQMS-2835003,
5235,41497,INV-0005235,2025-04-04,Minor,Equipment,Closed,EQMS-5892883,2025-05-23
5236,5750,INV-0005236,2025-05-27,Minor,Supplier,In Progress,EQMS-4288481,
5237,56311,INV-0005237,2024-04-02,Major,Operator,Closed,EQMS-8575332,2024-05-06
5238,46376,INV-0005238,2025-05-28,Minor,Sample Handling,Open,EQMS-0296261,
5239,45973,INV-0005239,2024-06-23,Major,Operator,Closed,EQMS-3684302,2024-08-04
5240,80950,INV-0005240,2025-02-02,Major,Unknown,Closed,EQMS-6318387,2025-04-09
5241,95579,INV-0005241,2024-03-10,Critical,Unknown,Closed,EQMS-3395192,2024-04-03
5242,11196,INV-0005242,2025-09-29,Major,Supplier,Closed,EQMS-8276016,2025-11-06
5243,78761,INV-0005243,2025-06-18,Major,Analytical Method,Closed,EQMS-6652823,2025-06-28
5244,38757,INV-0005244,2026-02-18,Minor,Analytical Method,Closed,EQMS-3683939,2026-05-04
5245,57133,INV-0005245,2025-08-19,Critical,Specification,Closed,EQMS-0996090,2025-09-01
5246,114125,INV-0005246,2025-11-23,Major,Supplier,Open,EQMS-1040062,
5247,9680,INV-0005247,2025-04-02,Major,Analytical Method,Closed,EQMS-9497779,2025-06-18
5248,45180,INV-0005248,2024-02-11,Major,Sample Handling,Closed,EQMS-8686868,2024-05-02
5249,58191,INV-0005249,2025-10-13,Major,Supplier,Open,EQMS-7548727,
5250,65037,INV-0005250,2024-04-26,Minor,Specification,Closed,EQMS-9693722,2024-07-19
5251,109917,INV-0005251,2024-03-15,Minor,Sample Handling,Closed,EQMS-1562540,2024-03-23
5252,50106,INV-0005252,2025-12-28,Major,Operator,Closed,EQMS-0612025,2026-02-01
5253,4974,INV-0005253,2025-08-16,Minor,Sample Handling,Closed,EQMS-6850026,2025-11-04
5254,28030,INV-0005254,2024-06-28,Minor,Supplier,Closed,EQMS-1017727,2024-07-12
5255,33990,INV-0005255,2024-09-24,Minor,Equipment,Open,EQMS-8112898,
5256,90132,INV-0005256,2025-06-16,Major,Equipment,Closed,EQMS-4954088,2025-07-28
5257,85220,INV-0005257,2024-01-05,Major,Operator,Closed,EQMS-2262306,2024-01-30
5258,84173,INV-0005258,2025-10-17,Major,Equipment,Closed,EQMS-1415694,2025-12-05
5259,68902,INV-0005259,2026-01-30,Minor,Specification,Closed,EQMS-1305222,2026-03-07
5260,106453,INV-0005260,2025-06-03,Major,Sample Handling,Open,EQMS-8501667,
5261,64675,INV-0005261,2026-02-12,Major,Unknown,Open,EQMS-2042911,
5262,36189,INV-0005262,2025-04-10,Major,Unknown,Closed,EQMS-3678366,2025-06-19
5263,63567,INV-0005263,2024-03-22,Minor,Supplier,Closed,EQMS-0269556,2024-05-06
5264,65194,INV-0005264,2025-03-05,Minor,Specification,Closed,EQMS-2539928,2025-03-10
5265,82663,INV-0005265,2024-10-18,Major,Supplier,Closed,EQMS-0521401,2024-10-27
5266,79535,INV-0005266,2025-11-12,Critical,Supplier,Open,EQMS-2660089,
5267,24340,INV-0005267,2025-10-29,Major,Equipment,Closed,EQMS-5469465,2025-12-08
5268,77984,INV-0005268,2024-10-17,Major,Sample Handling,In Progress,EQMS-9916414,
5269,9586,INV-0005269,2024-05-16,Major,Analytical Method,Closed,EQMS-5599959,2024-06-15
5270,78203,INV-0005270,2024-07-11,Minor,Specification,In Progress,EQMS-1017127,
5271,23180,INV-0005271,2024-07-19,Minor,Sample Handling,Closed,EQMS-4790895,2024-08-24
5272,54748,INV-0005272,2025-10-19,Minor,Supplier,Open,EQMS-9230404,
5273,116872,INV-0005273,2025-01-15,Minor,Equipment,Open,EQMS-1695521,
5274,69113,INV-0005274,2025-06-04,Critical,Specification,Closed,EQMS-8142936,2025-08-24
5275,65481,INV-0005275,2024-08-19,Minor,Specification,In Progress,EQMS-3571069,
5276,5038,INV-0005276,2025-04-21,Major,Unknown,Closed,EQMS-2346123,2025-07-05
5277,16168,INV-0005277,2024-08-07,Major,Specification,In Progress,EQMS-0132430,
5278,54343,INV-0005278,2025-06-14,Minor,Analytical Method,In Progress,EQMS-3117018,
5279,23640,INV-0005279,2025-01-07,Minor,Operator,Closed,EQMS-6452663,2025-04-06
5280,78209,INV-0005280,2025-07-22,Major,Equipment,Closed,EQMS-3692707,2025-08-16
5281,47985,INV-0005281,2024-02-17,Major,Operator,Closed,EQMS-6218476,2024-04-19
5282,114543,INV-0005282,2025-03-06,Minor,Equipment,Closed,EQMS-5924981,2025-04-04
5283,3642,INV-0005283,2024-04-07,Major,Analytical Method,Open,EQMS-6299710,
5284,28346,INV-0005284,2025-08-16,Major,Specification,In Progress,EQMS-0541899,
5285,69708,INV-0005285,2025-06-09,Major,Sample Handling,Closed,EQMS-2539883,2025-07-06
5286,41350,INV-0005286,2025-05-06,Minor,Specification,In Progress,EQMS-7081742,
5287,50464,INV-0005287,2024-10-23,Major,Analytical Method,Closed,EQMS-9452148,2024-12-05
5288,60357,INV-0005288,2026-02-14,Minor,Equipment,Closed,EQMS-6954765,2026-02-22
5289,15076,INV-0005289,2025-10-11,Critical,Supplier,Closed,EQMS-6981393,2025-10-17
5290,119638,INV-0005290,2026-01-10,Major,Unknown,Closed,EQMS-0617463,2026-04-04
5291,115660,INV-0005291,2024-10-24,Major,Specification,Closed,EQMS-0842807,2024-12-09
5292,7859,INV-0005292,2024-07-30,Major,Supplier,In Progress,EQMS-5574114,
5293,26471,INV-0005293,2024-12-11,Major,Specification,Closed,EQMS-1036829,2024-12-28
5294,89592,INV-0005294,2025-03-07,Minor,Sample Handling,Open,EQMS-8922851,
5295,51044,INV-0005295,2024-09-26,Major,Specification,Closed,EQMS-7124651,2024-11-05
5296,87426,INV-0005296,2026-01-04,Major,Operator,Open,EQMS-0982165,
5297,101709,INV-0005297,2025-10-22,Critical,Equipment,Closed,EQMS-6661901,2025-11-09
5298,29652,INV-0005298,2024-07-22,Critical,Analytical Method,Closed,EQMS-4663953,2024-10-17
5299,67719,INV-0005299,2024-10-28,Minor,Sample Handling,Closed,EQMS-7149880,2024-11-16
5300,31151,INV-0005300,2024-01-11,Major,Sample Handling,Closed,EQMS-0284529,2024-03-01
5301,27772,INV-0005301,2025-01-19,Minor,Supplier,Open,EQMS-3861648,
5302,380,INV-0005302,2025-03-22,Major,Operator,Closed,EQMS-0304407,2025-05-31
5303,11729,INV-0005303,2024-10-09,Major,Equipment,In Progress,EQMS-2969081,
5304,64557,INV-0005304,2024-12-18,Minor,Supplier,Closed,EQMS-4528000,2025-02-25
5305,106827,INV-0005305,2024-10-24,Minor,Unknown,In Progress,EQMS-0258054,
5306,1878,INV-0005306,2025-02-14,Minor,Equipment,Closed,EQMS-0966668,2025-05-13
5307,108171,INV-0005307,2025-05-17,Critical,Operator,Closed,EQMS-1557457,2025-05-28
5308,100348,INV-0005308,2025-12-01,Minor,Operator,Closed,EQMS-6422793,2025-12-13
5309,51587,INV-0005309,2024-03-11,Minor,Specification,In Progress,EQMS-8574986,
5310,100490,INV-0005310,2026-01-13,Major,Supplier,Open,EQMS-0823742,
5311,107559,INV-0005311,2024-03-21,Minor,Specification,Closed,EQMS-1172783,2024-06-01
5312,26170,INV-0005312,2025-02-22,Minor,Specification,Open,EQMS-5601121,
5313,87013,INV-0005313,2024-12-30,Major,Analytical Method,Closed,EQMS-8684302,2025-02-06
5314,96695,INV-0005314,2026-03-13,Minor,Sample Handling,Closed,EQMS-4117869,2026-04-02
5315,28183,INV-0005315,2025-04-12,Minor,Analytical Method,Closed,EQMS-2687827,2025-06-20
5316,10899,INV-0005316,2024-07-25,Minor,Specification,Closed,EQMS-9239684,2024-10-06
5317,101498,INV-0005317,2024-09-03,Minor,Sample Handling,Closed,EQMS-6915556,2024-11-07
5318,82374,INV-0005318,2025-12-31,Minor,Operator,Closed,EQMS-1992873,2026-03-16
5319,60444,INV-0005319,2024-09-21,Minor,Supplier,In Progress,EQMS-9542032,
5320,2013,INV-0005320,2025-11-12,Minor,Specification,In Progress,EQMS-6535612,
5321,76676,INV-0005321,2024-08-31,Minor,Sample Handling,Closed,EQMS-0538919,2024-10-07
5322,97596,INV-0005322,2025-03-10,Minor,Specification,Closed,EQMS-5435628,2025-05-28
5323,23412,INV-0005323,2025-07-14,Minor,Specification,Open,EQMS-5874690,
5324,73719,INV-0005324,2025-09-25,Minor,Unknown,Closed,EQMS-0829322,2025-10-17
5325,60931,INV-0005325,2024-07-24,Major,Sample Handling,In Progress,EQMS-4413824,
5326,17917,INV-0005326,2024-04-15,Major,Equipment,Closed,EQMS-8237588,2024-04-24
5327,49177,INV-0005327,2024-03-12,Major,Analytical Method,Closed,EQMS-4235687,2024-03-28
