complaint_id,material_id,supplier_id,complaint_number,complaint_type,severity,opened_date,status
4160,150,38,CMP-004160,Contamination,Minor,2025-05-31,Closed
4161,99,73,CMP-004161,Packaging,Major,2024-02-11,Closed
4162,158,35,CMP-004162,Appearance,Major,2025-05-17,Closed
4163,85,62,CMP-004163,Packaging,Minor,2024-02-01,Closed
4164,238,55,CMP-004164,Packaging,Minor,2024-03-28,Closed
4165,300,80,CMP-004165,Documentation,Minor,2025-09-13,Closed
4166,165,38,CMP-004166,Performance,Critical,2025-04-08,Closed
4167,29,98,CMP-004167,Packaging,Major,2026-03-16,Closed
4168,70,18,CMP-004168,Performance,Major,2024-11-01,Closed
4169,158,61,CMP-004169,Packaging,Minor,2026-02-13,Closed
4170,224,74,CMP-004170,Performance,Critical,2025-12-02,Closed
4171,24,120,CMP-004171,Contamination,Critical,2025-02-25,Open
4172,257,114,CMP-004172,Packaging,Critical,2024-01-03,Closed
4173,101,51,CMP-004173,Appearance,Critical,2025-11-05,Closed
4174,126,95,CMP-004174,Performance,Critical,2025-05-24,Closed
4175,153,13,CMP-004175,Performance,Minor,2024-06-13,Closed
4176,218,90,CMP-004176,Performance,Major,2024-08-10,Closed
4177,36,30,CMP-004177,Performance,Major,2025-10-25,Open
4178,251,39,CMP-004178,Performance,Minor,2026-02-14,Closed
4179,8,71,CMP-004179,Documentation,Minor,2025-10-30,Closed
4180,73,63,CMP-004180,Appearance,Minor,2025-03-20,Closed
4181,23,33,CMP-004181,Performance,Major,2025-05-09,Closed
4182,177,86,CMP-004182,Documentation,Minor,2025-10-08,Open
4183,35,55,CMP-004183,Contamination,Major,2024-10-27,Closed
4184,206,77,CMP-004184,Packaging,Minor,2024-06-29,Open
4185,5,96,CMP-004185,Documentation,Major,2024-08-21,Closed
4186,274,66,CMP-004186,Documentation,Minor,2024-08-02,Closed
4187,9,29,CMP-004187,Appearance,Major,2024-12-19,Open
4188,148,2,CMP-004188,Documentation,Minor,2024-09-19,Closed
4189,89,99,CMP-004189,Performance,Major,2024-06-19,Closed
4190,288,111,CMP-004190,Documentation,Major,2025-11-27,Closed
4191,293,31,CMP-004191,Performance,Minor,2024-12-20,Closed
4192,87,75,CMP-004192,Performance,Minor,2026-02-12,Open
4193,145,118,CMP-004193,Appearance,Minor,2024-03-18,Closed
4194,198,114,CMP-004194,Performance,Major,2024-07-26,Closed
4195,220,31,CMP-004195,Documentation,Major,2025-10-26,Closed
4196,63,103,CMP-004196,Packaging,Critical,2025-05-16,Closed
4197,72,65,CMP-004197,Documentation,Minor,2025-03-04,Closed
4198,124,91,CMP-004198,Appearance,Major,2025-09-07,Closed
4199,252,81,CMP-004199,Packaging,Minor,2024-05-22,Closed
4200,250,50,CMP-004200,Packaging,Minor,2025-02-12,Closed
4201,67,11,CMP-004201,Packaging,Major,2025-02-14,Closed
4202,48,29,CMP-004202,Packaging,Critical,2025-04-01,Open
4203,138,110,CMP-004203,Contamination,Major,2024-08-15,Closed
4204,38,102,CMP-004204,Documentation,Minor,2025-05-21,Closed
4205,296,100,CMP-004205,Packaging,Minor,2025-07-30,Closed
4206,142,42,CMP-004206,Packaging,Major,2025-01-03,Closed
4207,41,112,CMP-004207,Appearance,Critical,2026-02-26,Closed
4208,134,41,CMP-004208,Appearance,Minor,2024-03-14,Closed
4209,1,108,CMP-004209,Contamination,Minor,2025-11-30,Closed
4210,83,102,CMP-004210,Packaging,Major,2025-01-25,Closed
4211,84,88,CMP-004211,Contamination,Minor,2024-12-19,Closed
4212,191,19,CMP-004212,Appearance,Minor,2024-07-21,Closed
4213,266,83,CMP-004213,Contamination,Major,2024-08-25,Open
4214,94,28,CMP-004214,Documentation,Major,2024-10-25,Closed
4215,63,36,CMP-004215,Documentation,Major,2025-04-13,Closed
4216,45,18,CMP-004216,Packaging,Minor,2025-09-08,Closed
4217,189,12,CMP-004217,Contamination,Major,2025-12-28,Closed
4218,261,89,CMP-004218,Performance,Minor,2024-09-10,Closed
4219,267,41,CMP-004219,Performance,Minor,2024-01-27,Open
4220,293,95,CMP-004220,Appearance,Major,2025-10-25,Closed
4221,271,40,CMP-004221,Performance,Minor,2025-07-30,Closed
4222,67,87,CMP-004222,Contamination,Minor,2024-11-25,Closed
4223,295,107,CMP-004223,Packaging,Minor,2024-12-13,Closed
4224,181,4,CMP-004224,Performance,Minor,2025-01-26,Closed
4225,142,32,CMP-004225,Documentation,Minor,2025-10-25,Open
4226,37,105,CMP-004226,Appearance,Critical,2025-08-01,Closed
4227,84,70,CMP-004227,Documentation,Critical,2026-02-01,Closed
4228,234,91,CMP-004228,Contamination,Minor,2025-05-16,Closed
4229,204,14,CMP-004229,Documentation,Minor,2026-02-12,Open
4230,177,23,CMP-004230,Contamination,Minor,2024-09-16,Closed
4231,246,83,CMP-004231,Performance,Minor,2024-06-04,Closed
4232,128,13,CMP-004232,Documentation,Major,2025-10-28,Closed
4233,84,43,CMP-004233,Documentation,Minor,2024-04-15,Closed
4234,257,119,CMP-004234,Appearance,Major,2026-04-11,Open
4235,224,75,CMP-004235,Performance,Major,2025-05-22,Closed
4236,69,120,CMP-004236,Packaging,Major,2026-04-11,Closed
4237,91,112,CMP-004237,Appearance,Minor,2024-05-06,Closed
4238,106,9,CMP-004238,Documentation,Minor,2025-07-29,Open
4239,107,85,CMP-004239,Performance,Minor,2024-01-03,Open
4240,21,83,CMP-004240,Documentation,Minor,2025-07-05,Open
4241,178,78,CMP-004241,Contamination,Major,2025-08-03,Open
4242,287,96,CMP-004242,Packaging,Minor,2026-03-22,Open
4243,116,104,CMP-004243,Packaging,Minor,2024-10-26,Open
4244,185,22,CMP-004244,Packaging,Major,2024-07-31,Closed
4245,113,120,CMP-004245,Contamination,Minor,2024-03-16,Closed
4246,2,107,CMP-004246,Appearance,Minor,2025-05-14,Closed
4247,213,3,CMP-004247,Contamination,Critical,2024-06-19,Closed
4248,287,19,CMP-004248,Appearance,Minor,2025-05-15,Closed
4249,74,60,CMP-004249,Documentation,Major,2025-06-14,Closed
4250,294,101,CMP-004250,Performance,Critical,2025-04-21,Closed
4251,157,90,CMP-004251,Documentation,Major,2024-12-01,Open
4252,138,93,CMP-004252,Contamination,Minor,2025-01-25,Closed
4253,203,96,CMP-004253,Packaging,Minor,2026-04-11,Closed
4254,290,34,CMP-004254,Documentation,Minor,2025-05-27,Closed
4255,105,92,CMP-004255,Appearance,Minor,2024-02-22,Open
4256,130,119,CMP-004256,Appearance,Critical,2025-06-26,Closed
4257,257,84,CMP-004257,Appearance,Minor,2025-12-12,Open
4258,261,49,CMP-004258,Performance,Minor,2025-07-22,Closed
4259,292,44,CMP-004259,Documentation,Minor,2024-12-02,Open
4260,16,55,CMP-004260,Documentation,Critical,2025-10-29,Closed
4261,251,85,CMP-004261,Packaging,Minor,2025-04-04,Closed
4262,235,28,CMP-004262,Documentation,Minor,2024-03-04,Closed
4263,292,36,CMP-004263,Appearance,Minor,2026-01-15,Closed
4264,254,14,CMP-004264,Packaging,Major,2026-01-13,Closed
4265,49,48,CMP-004265,Contamination,Minor,2025-05-18,Closed
4266,223,3,CMP-004266,Contamination,Major,2024-10-16,Closed
4267,292,86,CMP-004267,Appearance,Minor,2025-10-20,Closed
4268,39,17,CMP-004268,Documentation,Minor,2025-09-13,Closed
4269,163,15,CMP-004269,Documentation,Minor,2026-02-09,Open
4270,147,31,CMP-004270,Performance,Minor,2025-08-27,Closed
4271,142,106,CMP-004271,Performance,Major,2025-10-24,Open
4272,56,72,CMP-004272,Packaging,Minor,2025-02-17,Closed
4273,6,103,CMP-004273,Packaging,Minor,2025-03-24,Closed
4274,3,111,CMP-004274,Documentation,Major,2025-11-26,Closed
4275,80,105,CMP-004275,Packaging,Major,2025-08-30,Closed
4276,285,102,CMP-004276,Packaging,Minor,2025-10-23,Closed
4277,99,59,CMP-004277,Packaging,Minor,2026-04-29,Closed
4278,26,27,CMP-004278,Contamination,Major,2025-08-26,Closed
4279,198,15,CMP-004279,Packaging,Major,2026-04-23,Closed
4280,130,97,CMP-004280,Contamination,Critical,2026-03-16,Closed
4281,225,91,CMP-004281,Documentation,Minor,2025-07-31,Open
4282,53,61,CMP-004282,Documentation,Major,2025-06-14,Closed
4283,43,107,CMP-004283,Contamination,Minor,2026-03-10,Open
4284,126,43,CMP-004284,Performance,Critical,2025-02-26,Closed
4285,36,54,CMP-004285,Contamination,Minor,2024-04-25,Closed
4286,12,114,CMP-004286,Packaging,Minor,2024-02-03,Closed
4287,289,117,CMP-004287,Contamination,Major,2026-02-03,Closed
4288,68,91,CMP-004288,Appearance,Minor,2025-09-23,Closed
4289,182,40,CMP-004289,Appearance,Minor,2024-07-04,Closed
4290,180,83,CMP-004290,Contamination,Critical,2024-12-28,Closed
4291,67,8,CMP-004291,Contamination,Minor,2025-01-09,Closed
4292,33,117,CMP-004292,Appearance,Minor,2025-01-18,Closed
4293,145,13,CMP-004293,Documentation,Major,2024-06-20,Closed
4294,251,56,CMP-004294,Packaging,Major,2025-06-17,Closed
4295,278,17,CMP-004295,Documentation,Minor,2025-08-02,Closed
4296,26,26,CMP-004296,Documentation,Minor,2025-09-07,Closed
4297,181,115,CMP-004297,Appearance,Major,2026-04-25,Closed
4298,264,54,CMP-004298,Performance,Major,2026-04-03,Closed
4299,41,75,CMP-004299,Performance,Major,2024-06-22,Closed
4300,277,92,CMP-004300,Packaging,Minor,2024-02-07,Closed
4301,280,93,CMP-004301,Appearance,Major,2024-03-04,Closed
4302,117,47,CMP-004302,Contamination,Minor,2024-07-29,Closed
4303,283,100,CMP-004303,Documentation,Critical,2024-03-14,Closed
4304,254,59,CMP-004304,Appearance,Minor,2025-07-29,Closed
4305,21,97,CMP-004305,Contamination,Major,2024-11-29,Open
4306,29,116,CMP-004306,Contamination,Major,2024-05-08,Closed
4307,233,85,CMP-004307,Contamination,Minor,2026-01-25,Closed
4308,113,37,CMP-004308,Appearance,Minor,2024-05-07,Closed
4309,162,3,CMP-004309,Packaging,Major,2025-05-20,Closed
4310,101,84,CMP-004310,Performance,Minor,2026-03-05,Closed
4311,227,75,CMP-004311,Documentation,Major,2024-09-25,Closed
4312,86,118,CMP-004312,Performance,Minor,2024-04-22,Closed
4313,65,90,CMP-004313,Packaging,Major,2024-09-10,Closed
4314,205,36,CMP-004314,Packaging,Major,2024-03-16,Closed
4315,1,108,CMP-004315,Documentation,Major,2024-02-27,Closed
4316,229,4,CMP-004316,Contamination,Major,2025-02-13,Closed
4317,296,116,CMP-004317,Appearance,Major,2024-07-15,Open
4318,229,18,CMP-004318,Appearance,Major,2025-10-17,Closed
4319,191,84,CMP-004319,Packaging,Major,2024-09-13,Closed
4320,136,58,CMP-004320,Documentation,Major,2024-04-08,Closed
4321,48,77,CMP-004321,Contamination,Minor,2024-02-12,Closed
4322,171,98,CMP-004322,Performance,Minor,2024-06-15,Closed
4323,86,109,CMP-004323,Packaging,Major,2025-03-07,Closed
4324,77,116,CMP-004324,Contamination,Minor,2025-03-09,Closed
4325,23,8,CMP-004325,Packaging,Minor,2025-07-21,Closed
4326,188,83,CMP-004326,Packaging,Major,2024-03-14,Closed
4327,291,85,CMP-004327,Performance,Minor,2024-07-12,Closed
4328,47,110,CMP-004328,Documentation,Minor,2026-02-15,Open
4329,269,1,CMP-004329,Packaging,Critical,2025-08-28,Closed
4330,36,116,CMP-004330,Performance,Major,2025-10-22,Closed
4331,278,108,CMP-004331,Contamination,Minor,2025-12-22,Closed
4332,296,79,CMP-004332,Appearance,Major,2024-12-18,Closed
4333,61,18,CMP-004333,Appearance,Major,2025-11-13,Closed
4334,14,44,CMP-004334,Appearance,Major,2026-01-27,Open
4335,143,103,CMP-004335,Packaging,Minor,2025-07-15,Closed
4336,261,10,CMP-004336,Contamination,Minor,2025-05-17,Closed
4337,113,100,CMP-004337,Appearance,Minor,2024-12-13,Closed
4338,80,46,CMP-004338,Documentation,Critical,2024-07-13,Closed
4339,276,99,CMP-004339,Documentation,Major,2024-10-03,Open
4340,224,13,CMP-004340,Appearance,Minor,2024-02-15,Closed
4341,239,33,CMP-004341,Packaging,Minor,2025-12-10,Closed
4342,231,20,CMP-004342,Appearance,Major,2024-02-24,Closed
4343,270,109,CMP-004343,Performance,Minor,2024-12-19,Closed
4344,115,97,CMP-004344,Contamination,Major,2025-08-08,Open
4345,9,5,CMP-004345,Documentation,Major,2025-07-28,Closed
4346,277,5,CMP-004346,Documentation,Minor,2025-12-08,Closed
4347,61,73,CMP-004347,Performance,Minor,2024-12-14,Closed
4348,194,86,CMP-004348,Performance,Minor,2024-08-23,Closed
4349,64,5,CMP-004349,Contamination,Minor,2024-05-02,Closed
4350,175,31,CMP-004350,Contamination,Minor,2025-10-15,Open
4351,16,44,CMP-004351,Documentation,Minor,2024-12-08,Closed
4352,269,93,CMP-004352,Documentation,Minor,2024-03-01,Open
4353,117,120,CMP-004353,Packaging,Critical,2025-12-27,Closed
4354,269,37,CMP-004354,Documentation,Minor,2024-02-25,Closed
4355,228,63,CMP-004355,Appearance,Minor,2024-08-18,Closed
4356,279,42,CMP-004356,Documentation,Minor,2025-05-18,Closed
4357,169,86,CMP-004357,Contamination,Minor,2024-08-26,Closed
4358,225,68,CMP-004358,Documentation,Major,2024-08-03,Closed
4359,28,22,CMP-004359,Contamination,Minor,2024-03-03,Closed
4360,64,31,CMP-004360,Documentation,Major,2024-12-23,Closed
4361,230,61,CMP-004361,Packaging,Minor,2024-12-27,Closed
4362,2,90,CMP-004362,Documentation,Minor,2025-09-16,Closed
4363,154,78,CMP-004363,Contamination,Minor,2026-04-06,Closed
4364,205,112,CMP-004364,Documentation,Minor,2024-12-25,Closed
4365,103,2,CMP-004365,Documentation,Minor,2024-07-08,Closed
4366,296,119,CMP-004366,Appearance,Major,2024-11-21,Open
4367,218,53,CMP-004367,Packaging,Minor,2025-06-12,Closed
4368,84,24,CMP-004368,Documentation,Minor,2025-09-19,Open
4369,75,5,CMP-004369,Appearance,Major,2026-03-31,Closed
4370,150,69,CMP-004370,Performance,Minor,2025-08-24,Closed
4371,288,34,CMP-004371,Packaging,Minor,2025-05-14,Closed
4372,159,73,CMP-004372,Packaging,Minor,2024-04-30,Closed
4373,41,36,CMP-004373,Packaging,Minor,2025-09-14,Closed
4374,132,39,CMP-004374,Packaging,Major,2026-03-09,Closed
4375,213,21,CMP-004375,Appearance,Minor,2025-01-14,Closed
4376,253,120,CMP-004376,Appearance,Major,2025-06-05,Closed
4377,231,3,CMP-004377,Performance,Minor,2024-09-19,Closed
4378,157,38,CMP-004378,Appearance,Major,2024-06-15,Closed
4379,202,75,CMP-004379,Documentation,Minor,2024-08-14,Closed
4380,147,97,CMP-004380,Performance,Major,2025-04-27,Closed
4381,291,5,CMP-004381,Performance,Major,2026-02-16,Closed
4382,180,98,CMP-004382,Contamination,Major,2024-01-17,Closed
4383,111,25,CMP-004383,Contamination,Major,2025-05-10,Closed
4384,20,73,CMP-004384,Performance,Major,2025-05-07,Closed
4385,229,115,CMP-004385,Performance,Minor,2025-12-06,Closed
4386,243,21,CMP-004386,Performance,Minor,2025-10-02,Closed
4387,249,20,CMP-004387,Appearance,Major,2024-11-24,Closed
4388,271,26,CMP-004388,Appearance,Minor,2024-10-08,Closed
4389,134,62,CMP-004389,Packaging,Major,2025-08-05,Closed
4390,74,43,CMP-004390,Contamination,Major,2025-09-07,Closed
4391,103,58,CMP-004391,Packaging,Major,2024-01-08,Open
4392,184,69,CMP-004392,Performance,Major,2024-05-30,Closed
4393,253,69,CMP-004393,Documentation,Minor,2026-02-17,Closed
4394,68,21,CMP-004394,Appearance,Critical,2024-04-30,Closed
4395,276,30,CMP-004395,Documentation,Minor,2024-10-23,Open
4396,120,69,CMP-004396,Appearance,Major,2024-10-31,Closed
4397,206,33,CMP-004397,Performance,Minor,2024-04-13,Closed
4398,241,56,CMP-004398,Packaging,Minor,2026-03-20,Closed
4399,35,39,CMP-004399,Performance,Major,2025-04-27,Closed
4400,282,26,CMP-004400,Packaging,Minor,2024-03-14,Closed
4401,181,53,CMP-004401,Performance,Minor,2024-03-14,Closed
4402,49,60,CMP-004402,Documentation,Major,2026-03-10,Closed
4403,154,72,CMP-004403,Packaging,Minor,2025-03-13,Closed
4404,269,76,CMP-004404,Contamination,Critical,2026-04-21,Open
4405,8,45,CMP-004405,Appearance,Major,2024-11-04,Closed
4406,216,41,CMP-004406,Packaging,Minor,2026-04-23,Closed
4407,13,120,CMP-004407,Packaging,Major,2025-05-03,Closed
4408,256,39,CMP-004408,Performance,Minor,2024-03-27,Closed
4409,178,92,CMP-004409,Packaging,Critical,2025-11-02,Open
4410,19,45,CMP-004410,Contamination,Major,2024-01-28,Closed
4411,29,59,CMP-004411,Performance,Critical,2025-10-29,Closed
4412,70,42,CMP-004412,Appearance,Major,2024-10-24,Closed
4413,277,2,CMP-004413,Appearance,Minor,2024-01-11,Closed
4414,235,56,CMP-004414,Contamination,Minor,2025-01-07,Closed
4415,270,71,CMP-004415,Documentation,Major,2026-02-04,Closed
4416,171,100,CMP-004416,Performance,Critical,2024-03-30,Closed
4417,129,7,CMP-004417,Contamination,Minor,2024-08-07,Closed
4418,38,69,CMP-004418,Performance,Critical,2025-05-19,Closed
4419,215,14,CMP-004419,Performance,Critical,2024-10-18,Closed
4420,249,17,CMP-004420,Performance,Minor,2026-04-05,Closed
4421,229,60,CMP-004421,Performance,Minor,2025-10-24,Closed
4422,91,46,CMP-004422,Performance,Minor,2024-10-09,Closed
4423,42,119,CMP-004423,Performance,Major,2024-06-30,Open
4424,92,119,CMP-004424,Contamination,Minor,2025-11-12,Open
4425,158,22,CMP-004425,Appearance,Critical,2025-10-28,Closed
4426,1,50,CMP-004426,Documentation,Minor,2025-08-18,Open
4427,197,8,CMP-004427,Contamination,Minor,2025-05-10,Closed
4428,247,55,CMP-004428,Packaging,Critical,2024-08-13,Closed
4429,5,119,CMP-004429,Documentation,Minor,2024-04-30,Closed
4430,159,26,CMP-004430,Documentation,Major,2026-02-25,Closed
4431,207,6,CMP-004431,Appearance,Minor,2025-05-18,Closed
4432,169,2,CMP-004432,Packaging,Minor,2025-02-14,Open
4433,217,7,CMP-004433,Performance,Major,2024-12-14,Closed
4434,290,82,CMP-004434,Appearance,Major,2024-05-23,Closed
4435,13,35,CMP-004435,Documentation,Minor,2024-07-24,Closed
4436,95,81,CMP-004436,Documentation,Minor,2024-01-14,Closed
4437,96,12,CMP-004437,Packaging,Minor,2024-09-29,Closed
4438,135,59,CMP-004438,Documentation,Minor,2026-01-09,Open
4439,251,79,CMP-004439,Contamination,Minor,2024-06-13,Closed
4440,53,37,CMP-004440,Documentation,Major,2024-06-26,Closed
4441,219,65,CMP-004441,Performance,Minor,2025-09-17,Closed
4442,24,68,CMP-004442,Performance,Minor,2024-10-24,Closed
4443,206,11,CMP-004443,Performance,Major,2026-03-07,Closed
4444,141,36,CMP-004444,Contamination,Minor,2025-09-29,Closed
4445,128,76,CMP-004445,Contamination,Minor,2025-09-26,Closed
4446,230,120,CMP-004446,Appearance,Minor,2024-01-27,Closed
4447,133,87,CMP-004447,Documentation,Minor,2025-10-05,Closed
4448,28,23,CMP-004448,Performance,Major,2025-06-17,Open
4449,128,95,CMP-004449,Packaging,Major,2026-02-01,Closed
4450,116,34,CMP-004450,Packaging,Minor,2025-10-07,Closed
4451,57,16,CMP-004451,Documentation,Critical,2025-03-28,Open
4452,147,34,CMP-004452,Packaging,Minor,2025-10-10,Closed
4453,167,79,CMP-004453,Performance,Minor,2025-10-19,Closed
4454,141,97,CMP-004454,Appearance,Minor,2024-06-28,Closed
4455,62,107,CMP-004455,Performance,Minor,2026-04-17,Open
4456,85,13,CMP-004456,Appearance,Major,2024-07-17,Closed
4457,300,19,CMP-004457,Documentation,Minor,2025-09-06,Closed
4458,87,63,CMP-004458,Appearance,Minor,2025-12-10,Closed
4459,174,56,CMP-004459,Contamination,Minor,2026-01-22,Closed
4460,110,44,CMP-004460,Performance,Minor,2026-01-10,Closed
4461,10,2,CMP-004461,Appearance,Minor,2025-02-23,Closed
4462,3,120,CMP-004462,Contamination,Major,2024-05-14,Closed
4463,12,24,CMP-004463,Contamination,Major,2024-01-23,Open
4464,62,46,CMP-004464,Packaging,Major,2025-01-23,Open
4465,285,60,CMP-004465,Documentation,Minor,2024-09-23,Open
4466,207,21,CMP-004466,Packaging,Major,2024-03-27,Closed
4467,246,75,CMP-004467,Documentation,Minor,2025-07-09,Open
4468,258,96,CMP-004468,Appearance,Major,2025-12-23,Closed
4469,53,73,CMP-004469,Performance,Major,2025-10-02,Closed
4470,104,65,CMP-004470,Performance,Major,2025-06-28,Open
4471,32,14,CMP-004471,Contamination,Minor,2025-01-07,Closed
4472,184,33,CMP-004472,Packaging,Minor,2025-08-11,Closed
4473,55,70,CMP-004473,Packaging,Major,2024-11-20,Open
4474,20,115,CMP-004474,Packaging,Major,2025-09-13,Closed
4475,296,24,CMP-004475,Documentation,Major,2024-09-09,Closed
4476,51,59,CMP-004476,Performance,Major,2024-02-20,Closed
4477,100,74,CMP-004477,Packaging,Minor,2024-05-05,Closed
4478,45,27,CMP-004478,Contamination,Minor,2025-03-31,Closed
4479,153,66,CMP-004479,Packaging,Major,2024-09-14,Closed
4480,74,74,CMP-004480,Appearance,Minor,2025-09-13,Closed
4481,231,21,CMP-004481,Contamination,Major,2024-06-12,Open
4482,141,85,CMP-004482,Contamination,Minor,2024-12-20,Closed
4483,85,79,CMP-004483,Packaging,Major,2024-05-26,Closed
4484,244,10,CMP-004484,Documentation,Minor,2024-05-11,Closed
4485,65,53,CMP-004485,Performance,Major,2026-03-05,Closed
4486,212,119,CMP-004486,Documentation,Minor,2025-12-29,Closed
4487,247,54,CMP-004487,Contamination,Major,2024-12-11,Closed
4488,182,24,CMP-004488,Packaging,Minor,2026-04-05,Closed
4489,225,120,CMP-004489,Performance,Minor,2024-10-05,Open
4490,199,63,CMP-004490,Appearance,Major,2024-04-22,Open
4491,226,62,CMP-004491,Appearance,Major,2025-09-17,Open
4492,162,3,CMP-004492,Contamination,Minor,2024-08-09,Open
4493,66,44,CMP-004493,Performance,Minor,2024-04-12,Closed
4494,152,80,CMP-004494,Documentation,Minor,2024-05-07,Closed
4495,296,17,CMP-004495,Contamination,Critical,2025-11-11,Open
4496,236,18,CMP-004496,Appearance,Minor,2024-08-03,Closed
4497,114,86,CMP-004497,Performance,Minor,2024-03-19,Closed
4498,234,28,CMP-004498,Performance,Critical,2025-04-30,Closed
4499,157,15,CMP-004499,Packaging,Critical,2025-08-10,Closed
4500,227,33,CMP-004500,Contamination,Minor,2025-11-26,Closed
4501,92,1,CMP-004501,Appearance,Major,2024-09-24,Open
4502,55,9,CMP-004502,Packaging,Major,2024-06-05,Closed
4503,240,75,CMP-004503,Appearance,Minor,2024-07-06,Closed
4504,150,92,CMP-004504,Appearance,Critical,2025-06-24,Closed
4505,92,36,CMP-004505,Packaging,Minor,2025-02-20,Closed
4506,139,6,CMP-004506,Packaging,Critical,2025-04-07,Open
4507,100,67,CMP-004507,Appearance,Minor,2024-04-28,Closed
4508,139,2,CMP-004508,Appearance,Minor,2024-11-14,Open
4509,236,93,CMP-004509,Appearance,Major,2025-10-28,Closed
4510,82,43,CMP-004510,Documentation,Minor,2026-01-05,Closed
4511,44,7,CMP-004511,Contamination,Minor,2025-08-22,Closed
4512,245,57,CMP-004512,Contamination,Major,2025-08-17,Closed
4513,117,22,CMP-004513,Performance,Minor,2025-02-22,Closed
4514,231,111,CMP-004514,Performance,Minor,2025-06-01,Closed
4515,87,27,CMP-004515,Performance,Minor,2026-04-19,Closed
4516,168,2,CMP-004516,Documentation,Minor,2025-12-05,Open
4517,175,64,CMP-004517,Performance,Major,2024-08-16,Closed
4518,202,114,CMP-004518,Contamination,Major,2024-04-27,Closed
4519,233,83,CMP-004519,Packaging,Minor,2025-05-23,Closed
4520,277,22,CMP-004520,Contamination,Minor,2026-03-15,Open
4521,258,117,CMP-004521,Appearance,Minor,2025-08-20,Closed
4522,219,79,CMP-004522,Packaging,Major,2026-01-23,Closed
4523,76,14,CMP-004523,Performance,Major,2025-06-30,Closed
4524,174,31,CMP-004524,Packaging,Minor,2024-11-19,Closed
4525,62,32,CMP-004525,Performance,Minor,2025-11-28,Closed
4526,243,120,CMP-004526,Appearance,Minor,2024-05-06,Closed
4527,44,25,CMP-004527,Documentation,Minor,2026-04-09,Closed
4528,206,44,CMP-004528,Appearance,Major,2024-02-16,Closed
4529,27,102,CMP-004529,Contamination,Major,2024-11-20,Open
4530,58,70,CMP-004530,Performance,Minor,2025-08-10,Closed
4531,157,6,CMP-004531,Appearance,Minor,2026-04-28,Closed
4532,212,94,CMP-004532,Contamination,Minor,2026-01-30,Closed
4533,276,90,CMP-004533,Performance,Major,2024-02-10,Closed
4534,121,30,CMP-004534,Documentation,Minor,2025-03-23,Closed
4535,104,24,CMP-004535,Contamination,Major,2024-04-19,Closed
4536,298,77,CMP-004536,Contamination,Major,2025-07-07,Closed
4537,10,39,CMP-004537,Appearance,Critical,2024-07-13,Closed
4538,154,43,CMP-004538,Contamination,Minor,2026-01-28,Closed
4539,299,8,CMP-004539,Documentation,Minor,2026-02-07,Closed
4540,26,99,CMP-004540,Contamination,Minor,2024-09-16,Closed
4541,211,67,CMP-004541,Packaging,Minor,2026-03-26,Closed
4542,165,39,CMP-004542,Documentation,Minor,2025-02-03,Closed
4543,56,116,CMP-004543,Appearance,Major,2025-02-06,Closed
4544,28,86,CMP-004544,Documentation,Minor,2024-06-18,Closed
4545,260,102,CMP-004545,Documentation,Minor,2025-06-09,Closed
4546,66,49,CMP-004546,Documentation,Minor,2024-04-11,Closed
4547,146,107,CMP-004547,Packaging,Minor,2025-02-26,Closed
4548,280,78,CMP-004548,Performance,Minor,2025-05-27,Closed
4549,102,26,CMP-004549,Documentation,Minor,2025-03-08,Closed
4550,208,60,CMP-004550,Documentation,Critical,2024-09-26,Closed
4551,255,105,CMP-004551,Packaging,Minor,2026-02-06,Closed
4552,90,37,CMP-004552,Appearance,Minor,2024-03-16,Closed
4553,248,28,CMP-004553,Appearance,Minor,2024-09-29,Closed
4554,203,67,CMP-004554,Packaging,Major,2025-02-12,Closed
4555,13,111,CMP-004555,Contamination,Critical,2024-09-19,Closed
4556,271,13,CMP-004556,Performance,Minor,2025-12-24,Closed
4557,154,60,CMP-004557,Performance,Critical,2024-06-28,Closed
4558,149,10,CMP-004558,Contamination,Minor,2026-04-10,Closed
4559,240,2,CMP-004559,Contamination,Minor,2025-06-24,Open
4560,254,31,CMP-004560,Documentation,Minor,2025-06-28,Closed
4561,223,96,CMP-004561,Documentation,Minor,2024-03-19,Closed
4562,89,37,CMP-004562,Appearance,Minor,2024-04-24,Closed
4563,283,33,CMP-004563,Performance,Major,2024-10-27,Closed
4564,103,20,CMP-004564,Appearance,Minor,2025-05-21,Closed
4565,35,39,CMP-004565,Packaging,Major,2026-01-22,Closed
4566,260,36,CMP-004566,Contamination,Major,2025-07-31,Open
4567,230,7,CMP-004567,Performance,Major,2024-07-26,Closed
4568,72,115,CMP-004568,Contamination,Major,2024-04-09,Closed
4569,199,24,CMP-004569,Appearance,Minor,2025-11-10,Closed
4570,62,27,CMP-004570,Performance,Minor,2025-12-24,Closed
4571,105,101,CMP-004571,Contamination,Major,2024-12-19,Open
4572,286,99,CMP-004572,Contamination,Major,2025-02-27,Closed
4573,108,31,CMP-004573,Performance,Minor,2024-08-29,Closed
4574,55,81,CMP-004574,Performance,Minor,2024-05-06,Closed
4575,75,14,CMP-004575,Packaging,Minor,2025-06-26,Closed
4576,242,11,CMP-004576,Contamination,Minor,2024-03-24,Open
4577,54,58,CMP-004577,Packaging,Major,2025-11-27,Closed
4578,53,76,CMP-004578,Performance,Minor,2024-03-15,Open
