stability_result_id,material_id,method_id,condition,timepoint_month,result_numeric,status,tested_date
14144,148,11,25C/60RH,18,105.9436,PASS,2025-04-08
14145,124,41,40C/75RH,1,91.9412,PASS,2024-11-10
14146,201,13,2-8C,6,93.8652,PASS,2024-10-18
14147,75,35,30C/65RH,18,90.4308,PASS,2024-12-11
14148,122,45,40C/75RH,12,99.9264,OOS,2025-10-22
14149,210,4,40C/75RH,18,93.2438,PASS,2025-11-03
14150,180,27,40C/75RH,12,98.8354,PASS,2024-06-27
14151,109,19,30C/65RH,9,104.8773,PASS,2025-02-08
14152,300,22,2-8C,18,90.4835,PASS,2025-10-14
14153,59,16,30C/65RH,24,105.4824,PASS,2025-02-05
14154,172,26,2-8C,12,93.242,PASS,2026-01-27
14155,97,3,25C/60RH,12,95.4464,PASS,2026-01-21
14156,94,34,40C/75RH,36,90.633,PASS,2026-01-04
14157,45,5,25C/60RH,6,92.1508,PASS,2026-04-11
14158,253,28,25C/60RH,12,83.683,OOS,2025-07-07
14159,2,44,40C/75RH,18,96.7472,PASS,2026-03-12
14160,84,8,2-8C,36,98.2166,PASS,2024-05-11
14161,292,7,2-8C,24,98.5777,PASS,2026-02-28
14162,58,20,30C/65RH,18,99.5464,PASS,2024-05-17
14163,238,25,40C/75RH,0,96.0551,PASS,2024-09-09
14164,276,8,25C/60RH,12,94.7409,PASS,2025-08-02
14165,48,30,25C/60RH,12,98.7107,PASS,2025-12-02
14166,287,44,25C/60RH,36,103.7534,PASS,2024-06-27
14167,6,19,40C/75RH,3,97.5577,PASS,2026-01-02
14168,70,3,25C/60RH,1,99.4339,PASS,2026-04-25
14169,275,17,30C/65RH,18,103.26,PASS,2026-02-04
14170,93,21,40C/75RH,36,96.7968,PASS,2024-04-25
14171,69,6,30C/65RH,12,100.3847,PASS,2024-06-10
14172,24,10,30C/65RH,1,109.5654,PASS,2025-07-25
14173,247,41,2-8C,36,104.7368,PASS,2024-11-02
14174,263,22,2-8C,3,109.8224,PASS,2025-04-29
14175,105,29,25C/60RH,3,88.837,PASS,2024-12-12
14176,100,1,30C/65RH,9,98.1934,PASS,2025-09-23
14177,209,36,40C/75RH,0,114.5062,PASS,2024-09-29
14178,73,33,2-8C,1,96.4966,PASS,2024-07-08
14179,212,15,40C/75RH,1,98.9066,OOS,2025-10-25
14180,225,1,25C/60RH,6,106.0427,PASS,2025-04-21
14181,82,33,2-8C,18,105.0599,PASS,2026-03-11
14182,60,27,25C/60RH,3,85.1049,PASS,2026-01-14
14183,202,44,2-8C,1,97.4024,PASS,2025-01-06
14184,36,8,30C/65RH,12,105.7857,PASS,2024-05-06
14185,70,2,40C/75RH,9,97.2714,PASS,2026-02-05
14186,2,27,30C/65RH,12,108.1746,PASS,2026-04-12
14187,35,9,30C/65RH,24,106.4285,PASS,2024-09-16
14188,146,11,2-8C,12,98.9843,PASS,2024-05-29
14189,264,13,25C/60RH,12,95.2209,PASS,2025-07-16
14190,143,41,40C/75RH,24,99.7561,PASS,2024-01-26
14191,83,4,30C/65RH,9,107.8339,PASS,2025-05-05
14192,112,1,2-8C,18,93.7599,PASS,2025-07-14
14193,151,33,40C/75RH,3,91.6967,PASS,2025-06-16
14194,72,30,25C/60RH,0,90.4536,PASS,2024-11-03
14195,259,39,2-8C,1,83.894,PASS,2024-06-29
14196,52,40,30C/65RH,24,93.0541,PASS,2025-10-11
14197,44,26,40C/75RH,9,84.4766,PASS,2025-07-12
14198,295,3,30C/65RH,36,101.3157,PASS,2024-05-21
14199,245,29,30C/65RH,1,97.4739,PASS,2026-02-05
14200,96,33,30C/65RH,36,99.2253,PASS,2025-12-22
14201,94,41,25C/60RH,0,108.3604,PASS,2024-10-04
14202,57,24,30C/65RH,24,96.4547,PASS,2026-01-30
14203,197,22,40C/75RH,3,100.0316,PASS,2025-01-31
14204,227,29,25C/60RH,36,100.1273,PASS,2025-01-12
14205,217,9,40C/75RH,18,99.1055,PASS,2026-04-14
14206,300,2,25C/60RH,3,113.7863,PASS,2025-01-27
14207,117,36,40C/75RH,1,93.6818,PASS,2026-04-13
14208,38,43,40C/75RH,24,97.1586,PASS,2025-02-13
14209,168,9,25C/60RH,9,97.3708,PASS,2024-10-03
14210,89,40,30C/65RH,24,105.5924,PASS,2024-02-05
14211,225,39,40C/75RH,6,91.3028,PASS,2025-09-15
14212,184,39,30C/65RH,3,86.0325,PASS,2024-10-28
14213,253,39,2-8C,24,91.1757,PASS,2024-03-27
14214,216,26,25C/60RH,0,97.6722,OOS,2025-11-26
14215,218,38,30C/65RH,18,101.9344,PASS,2025-12-28
14216,53,11,2-8C,36,100.7443,PASS,2024-07-08
14217,128,15,25C/60RH,0,90.7179,PASS,2024-02-29
14218,77,10,2-8C,24,105.8505,PASS,2025-05-18
14219,81,15,25C/60RH,24,97.9133,PASS,2025-03-20
14220,254,39,40C/75RH,3,87.2999,PASS,2024-09-26
14221,43,12,40C/75RH,3,97.6237,PASS,2024-12-26
14222,63,4,40C/75RH,0,93.7297,OOT,2024-01-30
14223,176,17,2-8C,12,94.7222,PASS,2024-04-07
14224,220,33,40C/75RH,24,99.2686,PASS,2024-07-22
14225,33,6,30C/65RH,36,94.9951,PASS,2024-05-28
14226,203,39,25C/60RH,36,93.0842,PASS,2026-02-08
14227,217,29,25C/60RH,1,90.6983,PASS,2025-04-29
14228,133,9,30C/65RH,12,89.6512,PASS,2024-03-20
14229,157,26,30C/65RH,3,92.8092,PASS,2024-11-28
14230,114,15,30C/65RH,36,103.0087,PASS,2025-09-26
14231,104,40,40C/75RH,12,97.201,PASS,2024-12-08
14232,266,38,30C/65RH,6,87.9226,PASS,2024-05-01
14233,165,43,2-8C,36,98.0974,PASS,2024-08-05
14234,234,12,40C/75RH,3,85.4008,PASS,2024-02-25
14235,52,41,30C/65RH,1,98.1806,PASS,2024-04-03
14236,195,33,25C/60RH,3,95.7323,PASS,2024-05-05
14237,92,6,30C/65RH,12,101.2481,PASS,2024-11-01
14238,258,7,40C/75RH,1,99.8947,PASS,2025-01-09
14239,175,45,30C/65RH,12,94.3401,PASS,2025-09-22
14240,37,26,2-8C,12,101.0414,OOT,2024-10-31
14241,129,36,40C/75RH,24,111.144,PASS,2025-06-22
14242,244,25,30C/65RH,36,102.999,PASS,2025-10-31
14243,55,9,40C/75RH,12,95.9803,PASS,2025-11-16
14244,80,24,40C/75RH,24,93.0309,PASS,2024-02-05
14245,246,41,30C/65RH,12,95.9804,PASS,2026-02-22
14246,21,28,25C/60RH,36,103.1578,PASS,2024-11-11
14247,42,8,25C/60RH,24,102.0792,PASS,2024-08-03
14248,168,33,30C/65RH,9,102.3471,PASS,2025-02-14
14249,132,31,30C/65RH,36,109.0984,PASS,2025-04-11
14250,20,10,40C/75RH,36,100.5083,PASS,2024-12-25
14251,36,34,30C/65RH,1,95.9644,PASS,2026-02-23
14252,200,35,30C/65RH,0,89.4518,PASS,2025-02-24
14253,222,10,30C/65RH,3,92.2782,PASS,2024-06-21
14254,83,5,40C/75RH,1,99.996,PASS,2024-05-30
14255,279,6,30C/65RH,18,107.3911,OOS,2026-04-06
14256,175,8,2-8C,9,87.107,PASS,2024-02-24
14257,203,44,40C/75RH,9,94.6419,OOS,2024-05-18
14258,190,37,2-8C,1,99.9556,PASS,2024-11-16
14259,155,8,30C/65RH,12,106.7928,PASS,2024-11-25
14260,226,5,30C/65RH,36,95.5027,PASS,2024-06-08
14261,271,40,30C/65RH,9,95.6519,PASS,2025-05-19
14262,162,6,2-8C,3,86.6817,PASS,2025-01-04
14263,141,40,30C/65RH,24,98.0077,PASS,2024-05-25
14264,251,28,30C/65RH,9,109.7287,PASS,2025-11-24
14265,119,2,30C/65RH,24,88.2877,PASS,2024-10-27
14266,113,3,2-8C,36,110.8318,PASS,2025-04-13
14267,94,43,2-8C,9,102.7626,PASS,2025-11-05
14268,212,41,40C/75RH,18,90.1269,PASS,2025-01-09
14269,88,40,40C/75RH,1,97.9579,PASS,2024-09-04
14270,233,41,40C/75RH,0,102.6371,PASS,2025-03-31
14271,103,31,25C/60RH,1,103.4345,OOT,2026-04-07
14272,129,4,2-8C,18,101.2398,PASS,2024-03-17
14273,204,33,25C/60RH,3,95.2074,PASS,2025-06-30
14274,21,36,30C/65RH,1,92.6703,PASS,2025-01-30
14275,143,37,30C/65RH,1,88.4192,PASS,2026-03-28
14276,280,12,40C/75RH,1,99.1695,PASS,2024-06-12
14277,284,8,25C/60RH,12,107.2719,PASS,2025-08-12
14278,110,41,25C/60RH,18,85.2392,PASS,2024-04-02
14279,25,19,2-8C,36,86.939,PASS,2025-01-03
14280,106,21,30C/65RH,1,99.6598,PASS,2024-01-20
14281,11,31,2-8C,1,100.305,PASS,2024-04-21
14282,165,35,30C/65RH,3,97.5547,PASS,2025-11-03
14283,83,36,40C/75RH,1,99.0331,PASS,2025-09-01
14284,141,40,30C/65RH,0,96.4877,PASS,2025-01-08
14285,103,36,2-8C,18,97.6961,OOT,2025-05-30
14286,28,16,2-8C,18,93.3434,PASS,2024-10-15
14287,144,27,25C/60RH,24,106.9136,PASS,2024-06-03
14288,168,40,25C/60RH,9,99.4677,PASS,2025-12-09
14289,42,34,40C/75RH,0,85.9806,PASS,2025-03-06
14290,148,20,2-8C,1,96.4291,PASS,2024-06-30
14291,231,22,25C/60RH,0,86.9219,PASS,2024-07-23
14292,288,33,40C/75RH,24,91.0161,OOS,2025-03-31
14293,53,3,40C/75RH,12,100.2979,PASS,2025-08-24
14294,203,33,40C/75RH,24,97.1993,PASS,2024-09-18
14295,129,18,25C/60RH,18,90.8244,OOT,2025-12-13
14296,60,27,40C/75RH,18,103.5297,PASS,2024-04-03
14297,266,43,40C/75RH,1,98.4835,PASS,2024-02-18
14298,257,44,25C/60RH,6,93.4407,PASS,2024-06-03
14299,11,45,30C/65RH,6,87.7453,PASS,2024-09-26
14300,115,41,2-8C,18,94.9573,PASS,2024-04-28
14301,24,3,30C/65RH,3,99.6253,PASS,2024-09-16
14302,43,17,40C/75RH,0,91.7845,PASS,2025-05-17
14303,122,27,25C/60RH,24,91.8478,PASS,2026-03-14
14304,31,40,2-8C,12,106.5914,PASS,2026-01-12
14305,134,6,30C/65RH,24,94.5671,PASS,2025-02-24
14306,147,10,30C/65RH,3,100.9787,PASS,2024-12-21
14307,21,30,40C/75RH,36,91.3574,PASS,2026-02-04
14308,78,6,2-8C,9,95.1004,PASS,2024-11-26
14309,201,22,2-8C,12,104.0494,PASS,2024-03-13
14310,88,10,2-8C,9,92.2106,PASS,2025-01-18
14311,106,3,25C/60RH,6,104.4731,PASS,2025-01-24
14312,67,33,40C/75RH,9,105.4708,PASS,2024-01-05
14313,31,23,30C/65RH,3,102.8632,PASS,2025-05-14
14314,204,39,30C/65RH,12,94.8232,PASS,2024-12-03
14315,53,31,40C/75RH,1,98.1571,PASS,2025-11-15
14316,141,7,25C/60RH,12,102.9918,PASS,2025-02-07
14317,36,22,30C/65RH,12,85.6881,PASS,2025-01-13
14318,19,17,30C/65RH,3,97.592,PASS,2025-09-09
14319,70,6,30C/65RH,0,90.5522,PASS,2025-06-05
14320,112,40,2-8C,6,90.3829,PASS,2024-08-01
14321,41,2,30C/65RH,9,86.5869,PASS,2024-12-31
14322,202,40,25C/60RH,6,101.8013,PASS,2025-06-01
14323,35,2,40C/75RH,9,96.4119,PASS,2024-06-04
14324,262,20,40C/75RH,9,82.1874,PASS,2026-04-03
14325,104,32,30C/65RH,0,99.6458,PASS,2024-08-15
14326,80,37,40C/75RH,3,103.7009,PASS,2025-03-16
14327,103,26,2-8C,24,106.9686,PASS,2024-11-29
14328,278,12,40C/75RH,6,107.1538,PASS,2024-04-13
14329,53,22,40C/75RH,18,103.6084,PASS,2024-06-20
14330,285,20,25C/60RH,12,91.7223,PASS,2026-02-17
14331,95,42,2-8C,6,89.1771,OOS,2024-09-06
14332,249,17,2-8C,0,90.2337,PASS,2025-08-27
14333,129,21,40C/75RH,9,110.3383,OOS,2025-06-26
14334,32,31,40C/75RH,3,84.3112,PASS,2024-08-12
14335,299,26,25C/60RH,24,98.4089,PASS,2025-12-15
14336,115,7,30C/65RH,1,120.644,PASS,2024-06-10
14337,263,43,30C/65RH,6,97.3322,PASS,2024-02-20
14338,283,29,2-8C,3,92.596,PASS,2024-04-15
14339,6,45,2-8C,9,110.8044,PASS,2024-11-21
14340,124,36,30C/65RH,3,96.8876,PASS,2026-02-23
14341,102,19,2-8C,1,106.8977,PASS,2025-08-22
14342,50,30,30C/65RH,0,106.1547,PASS,2024-06-26
14343,222,24,2-8C,18,101.0155,PASS,2024-04-23
14344,125,21,30C/65RH,3,101.9907,PASS,2025-03-29
14345,183,11,25C/60RH,6,107.1576,PASS,2024-09-07
14346,239,24,30C/65RH,6,98.6166,PASS,2025-08-07
14347,132,8,40C/75RH,18,89.7642,PASS,2024-08-30
14348,48,22,40C/75RH,9,97.937,PASS,2024-12-24
14349,110,33,40C/75RH,24,91.634,PASS,2024-01-21
14350,161,19,25C/60RH,6,107.0761,PASS,2024-08-31
14351,281,18,2-8C,0,104.4322,PASS,2024-10-16
14352,68,2,2-8C,9,100.4041,PASS,2024-11-19
14353,48,24,25C/60RH,36,97.3467,PASS,2025-08-20
14354,72,2,2-8C,1,87.0802,PASS,2025-01-16
14355,184,15,2-8C,3,106.4227,PASS,2024-10-06
14356,177,29,30C/65RH,18,119.0822,OOT,2024-06-17
14357,80,14,2-8C,24,81.6776,OOS,2024-02-10
14358,208,29,40C/75RH,3,93.649,PASS,2025-12-12
14359,25,23,40C/75RH,12,97.5497,PASS,2025-07-18
14360,66,2,2-8C,6,104.2362,PASS,2024-08-09
14361,236,45,25C/60RH,3,96.0882,PASS,2025-11-21
14362,265,18,25C/60RH,0,91.5345,PASS,2025-07-26
14363,291,3,40C/75RH,1,95.4583,PASS,2025-06-12
14364,4,5,2-8C,12,109.4615,PASS,2025-04-25
14365,95,40,40C/75RH,24,103.4377,PASS,2025-06-23
14366,136,19,2-8C,18,103.0455,PASS,2025-06-05
14367,73,38,40C/75RH,24,90.8622,PASS,2025-05-03
14368,95,37,2-8C,18,97.4987,OOS,2024-10-15
14369,218,42,40C/75RH,3,96.1492,OOT,2025-05-09
14370,66,26,2-8C,36,95.4879,PASS,2024-05-18
14371,244,24,30C/65RH,9,94.0121,OOS,2024-05-11
14372,29,9,2-8C,12,99.1944,PASS,2025-09-10
14373,101,22,40C/75RH,1,92.5878,PASS,2024-06-07
14374,224,32,25C/60RH,18,93.8448,OOT,2025-08-15
14375,73,24,30C/65RH,3,103.1072,PASS,2024-09-04
14376,289,1,2-8C,12,97.7007,PASS,2025-11-13
14377,125,20,30C/65RH,36,91.0847,PASS,2024-07-07
14378,9,8,2-8C,36,92.8475,PASS,2025-03-19
14379,276,23,30C/65RH,3,98.358,PASS,2024-10-22
14380,131,22,30C/65RH,36,96.1821,PASS,2024-05-15
14381,45,12,2-8C,36,88.5235,PASS,2025-07-12
14382,266,24,40C/75RH,24,94.5256,PASS,2025-06-24
14383,77,20,40C/75RH,1,95.6418,PASS,2025-05-04
14384,143,25,25C/60RH,12,104.6994,PASS,2024-02-11
14385,109,8,25C/60RH,12,91.0128,PASS,2026-01-10
14386,162,41,2-8C,9,118.2624,PASS,2024-04-16
14387,245,15,25C/60RH,6,92.4276,PASS,2024-08-03
14388,180,3,25C/60RH,9,101.9557,PASS,2025-11-29
14389,122,40,30C/65RH,1,95.5346,PASS,2024-01-10
14390,122,30,30C/65RH,3,83.3912,PASS,2024-07-08
14391,266,27,30C/65RH,9,102.1189,PASS,2024-09-29
14392,205,34,30C/65RH,0,85.8209,PASS,2024-01-16
14393,260,24,2-8C,1,97.097,PASS,2024-11-06
14394,103,13,40C/75RH,6,100.7555,PASS,2024-09-27
14395,65,18,30C/65RH,3,93.8191,PASS,2025-03-13
14396,20,23,30C/65RH,24,99.9858,PASS,2024-12-17
14397,129,11,30C/65RH,18,95.983,PASS,2025-02-28
14398,195,32,30C/65RH,36,96.0363,PASS,2024-12-12
14399,45,20,30C/65RH,24,104.4632,OOS,2025-06-01
14400,136,6,30C/65RH,0,98.8997,PASS,2025-12-19
14401,89,18,25C/60RH,18,95.9157,PASS,2025-11-21
14402,158,15,30C/65RH,0,104.8962,OOT,2025-12-12
14403,247,29,40C/75RH,18,92.6887,PASS,2025-02-09
14404,186,5,40C/75RH,1,77.2671,PASS,2025-06-11
14405,182,15,40C/75RH,9,99.0296,PASS,2025-11-05
14406,274,12,2-8C,24,94.6436,PASS,2024-01-21
14407,63,17,25C/60RH,36,92.8079,PASS,2026-03-25
14408,40,15,2-8C,0,96.3953,PASS,2024-11-22
14409,299,34,40C/75RH,0,114.7599,PASS,2024-10-16
14410,253,45,30C/65RH,12,101.1565,OOS,2024-01-25
14411,289,10,40C/75RH,18,99.0499,PASS,2024-07-16
14412,247,26,2-8C,1,103.6871,PASS,2025-01-10
14413,290,11,2-8C,36,101.9342,PASS,2024-05-23
14414,95,45,30C/65RH,3,83.1591,PASS,2026-01-30
14415,296,26,30C/65RH,6,104.1843,PASS,2024-04-07
14416,59,42,2-8C,18,94.7677,PASS,2024-05-18
14417,12,36,40C/75RH,12,96.0861,PASS,2024-08-26
14418,48,9,2-8C,12,86.5255,OOT,2025-04-19
14419,201,33,25C/60RH,36,97.8711,PASS,2025-11-13
14420,267,9,40C/75RH,12,100.3853,OOT,2024-12-24
14421,255,16,25C/60RH,24,93.085,PASS,2024-12-26
14422,262,11,25C/60RH,1,110.1727,PASS,2024-03-27
14423,94,2,40C/75RH,1,107.2925,PASS,2025-04-26
14424,17,14,30C/65RH,1,94.9393,PASS,2026-02-04
14425,236,34,2-8C,36,103.3793,PASS,2025-05-29
14426,288,37,2-8C,18,99.1491,PASS,2025-10-25
14427,174,42,40C/75RH,18,98.6698,PASS,2025-10-21
14428,270,23,25C/60RH,36,87.1447,PASS,2026-01-18
14429,65,4,30C/65RH,12,90.4153,PASS,2024-01-05
14430,12,2,40C/75RH,9,100.628,OOT,2024-02-10
14431,280,24,2-8C,0,92.7017,PASS,2024-03-11
14432,197,37,40C/75RH,9,102.5386,PASS,2025-04-10
14433,91,26,30C/65RH,3,105.9831,PASS,2025-09-21
14434,282,30,40C/75RH,24,104.3172,PASS,2025-08-18
14435,166,26,2-8C,24,92.4548,PASS,2024-03-06
14436,54,16,25C/60RH,36,110.3926,PASS,2024-11-03
14437,292,16,30C/65RH,9,92.117,PASS,2024-06-09
14438,59,3,2-8C,9,88.4266,PASS,2024-10-04
14439,167,37,30C/65RH,18,86.2619,PASS,2026-01-03
14440,156,10,2-8C,24,86.5077,PASS,2025-03-24
14441,113,43,40C/75RH,1,99.8698,PASS,2026-01-14
14442,293,22,25C/60RH,18,104.0199,PASS,2025-06-05
14443,111,35,2-8C,18,99.9733,PASS,2026-01-08
14444,50,31,40C/75RH,24,97.0608,PASS,2025-02-07
14445,83,18,30C/65RH,9,96.7489,PASS,2024-09-18
14446,102,10,40C/75RH,1,98.6358,PASS,2024-05-06
14447,236,44,25C/60RH,0,95.6432,PASS,2025-03-14
14448,17,42,40C/75RH,18,106.8373,PASS,2024-12-02
14449,79,36,25C/60RH,9,90.0433,PASS,2024-03-13
14450,44,14,40C/75RH,9,91.0397,PASS,2025-03-06
14451,31,27,40C/75RH,3,106.3452,PASS,2026-03-25
14452,101,13,40C/75RH,1,114.1251,PASS,2025-08-19
14453,110,24,2-8C,12,96.4788,PASS,2026-04-23
14454,289,16,40C/75RH,6,114.1806,PASS,2025-11-22
14455,161,9,25C/60RH,6,95.4554,PASS,2024-04-26
14456,287,32,30C/65RH,18,100.237,PASS,2024-10-14
14457,10,7,30C/65RH,36,98.3004,PASS,2025-07-04
14458,69,19,2-8C,12,89.3955,PASS,2024-01-21
14459,152,29,30C/65RH,0,99.3967,PASS,2025-03-21
14460,169,35,40C/75RH,36,95.65,PASS,2024-10-16
14461,170,19,40C/75RH,0,94.8406,PASS,2025-12-30
14462,176,9,30C/65RH,9,100.4353,PASS,2024-05-29
14463,177,1,30C/65RH,0,104.4587,PASS,2026-02-02
14464,14,24,2-8C,12,97.4824,PASS,2025-06-23
14465,70,1,40C/75RH,12,87.712,PASS,2025-09-20
14466,5,5,2-8C,9,91.2469,PASS,2025-03-31
14467,278,12,2-8C,6,94.4166,PASS,2024-05-06
14468,159,17,25C/60RH,3,96.7365,PASS,2024-06-08
14469,162,28,40C/75RH,0,100.9746,PASS,2025-03-09
14470,16,33,30C/65RH,24,101.1617,PASS,2025-12-21
14471,183,25,40C/75RH,18,92.2091,PASS,2024-11-04
14472,266,31,2-8C,12,88.5393,PASS,2025-09-01
14473,139,40,25C/60RH,24,91.1218,PASS,2025-02-09
14474,236,14,30C/65RH,24,93.0529,PASS,2024-12-30
14475,244,6,40C/75RH,1,104.6985,PASS,2025-06-24
14476,235,14,40C/75RH,1,93.9862,PASS,2026-01-25
14477,151,3,25C/60RH,24,97.3215,PASS,2025-02-26
14478,54,2,25C/60RH,36,92.6966,PASS,2024-07-31
14479,192,39,40C/75RH,24,98.6669,PASS,2024-11-30
14480,136,24,40C/75RH,9,93.4588,PASS,2026-03-31
14481,158,10,30C/65RH,24,97.2347,PASS,2025-02-03
14482,54,17,2-8C,9,91.4401,PASS,2025-04-01
14483,101,24,2-8C,6,103.5759,PASS,2024-09-13
14484,222,20,2-8C,3,82.9646,PASS,2024-04-10
14485,27,12,2-8C,3,100.6698,PASS,2025-09-02
14486,219,10,30C/65RH,1,96.0781,OOS,2025-12-22
14487,299,16,2-8C,18,98.6758,PASS,2025-08-10
14488,68,36,30C/65RH,6,101.3616,PASS,2025-05-07
14489,297,6,25C/60RH,1,90.8729,PASS,2026-04-22
14490,195,4,2-8C,9,88.7848,PASS,2025-07-16
14491,184,3,40C/75RH,6,98.8426,PASS,2024-08-12
14492,287,43,40C/75RH,3,98.2797,PASS,2026-03-15
14493,150,6,25C/60RH,3,105.5491,PASS,2025-03-10
14494,73,41,40C/75RH,9,104.4245,PASS,2025-02-22
14495,47,13,40C/75RH,1,101.1047,OOS,2025-04-04
14496,139,14,40C/75RH,1,90.9847,PASS,2025-09-15
14497,285,24,40C/75RH,36,94.7734,PASS,2025-05-31
14498,59,7,40C/75RH,6,95.9383,PASS,2024-11-04
14499,139,11,25C/60RH,0,103.6301,PASS,2024-12-20
14500,49,25,40C/75RH,9,95.8223,PASS,2025-02-21
14501,66,15,2-8C,18,94.2938,PASS,2024-11-05
14502,24,2,2-8C,24,99.817,PASS,2025-01-19
14503,23,44,30C/65RH,6,93.2418,PASS,2026-03-15
14504,74,17,2-8C,1,103.0889,PASS,2025-11-24
14505,76,42,25C/60RH,1,98.9603,PASS,2024-05-25
14506,216,5,25C/60RH,1,98.8279,PASS,2024-09-23
14507,230,23,25C/60RH,24,104.969,PASS,2025-08-08
14508,297,10,25C/60RH,3,95.8358,PASS,2025-01-18
14509,4,5,40C/75RH,24,110.608,OOS,2026-04-01
14510,272,19,2-8C,18,86.6771,PASS,2025-03-30
14511,256,7,25C/60RH,9,89.8008,PASS,2025-07-20
14512,158,24,25C/60RH,1,106.2608,PASS,2024-06-28
14513,71,30,25C/60RH,0,106.5593,OOS,2025-11-08
14514,26,26,40C/75RH,12,84.4248,PASS,2025-09-02
14515,23,44,40C/75RH,12,100.578,PASS,2024-06-26
14516,184,40,2-8C,0,104.9064,PASS,2025-03-23
14517,87,5,30C/65RH,24,89.7736,PASS,2024-02-24
14518,197,29,40C/75RH,6,95.917,PASS,2024-04-18
14519,37,18,40C/75RH,1,107.1858,OOS,2025-06-06
14520,110,6,30C/65RH,1,95.9222,PASS,2024-04-26
14521,160,15,40C/75RH,9,89.6134,PASS,2024-03-30
14522,144,9,25C/60RH,36,94.3485,PASS,2024-08-20
14523,158,8,2-8C,36,99.2207,PASS,2025-12-10
14524,248,10,40C/75RH,12,103.3345,PASS,2025-11-08
14525,299,42,2-8C,36,80.6043,PASS,2024-12-23
14526,44,7,2-8C,9,97.9506,OOT,2025-11-26
14527,71,30,30C/65RH,1,98.414,PASS,2024-03-21
14528,215,38,30C/65RH,24,111.9903,PASS,2024-07-17
14529,36,40,2-8C,24,109.8201,PASS,2024-04-14
14530,64,10,2-8C,3,86.2567,PASS,2024-10-25
14531,10,12,40C/75RH,0,108.1789,PASS,2025-05-18
14532,209,6,25C/60RH,24,93.4607,PASS,2025-01-29
14533,19,22,25C/60RH,36,81.3909,PASS,2025-10-09
14534,269,41,2-8C,9,90.822,PASS,2026-01-12
14535,193,15,2-8C,12,85.1168,PASS,2026-03-17
14536,188,8,2-8C,12,112.2393,PASS,2024-05-14
14537,17,21,2-8C,18,105.6688,PASS,2026-04-26
14538,22,35,2-8C,9,100.8279,PASS,2024-12-22
14539,159,29,30C/65RH,12,104.4618,PASS,2024-08-11
14540,130,38,2-8C,9,102.5078,PASS,2025-08-26
14541,95,6,30C/65RH,0,96.8055,PASS,2026-02-22
14542,24,2,40C/75RH,9,94.4825,PASS,2025-03-03
14543,23,6,25C/60RH,0,88.2273,PASS,2024-10-14
14544,25,16,40C/75RH,36,98.6002,PASS,2025-11-27
14545,300,15,2-8C,36,98.0664,OOS,2026-01-17
14546,101,9,40C/75RH,3,88.9005,PASS,2025-05-22
14547,94,30,30C/65RH,6,93.968,PASS,2025-12-29
14548,180,2,30C/65RH,36,93.7031,PASS,2024-11-24
14549,91,3,30C/65RH,18,97.303,PASS,2026-03-05
14550,9,10,40C/75RH,24,95.4341,PASS,2024-08-07
14551,188,33,25C/60RH,3,107.8072,PASS,2024-12-26
14552,7,1,40C/75RH,1,93.3085,PASS,2024-12-26
14553,245,44,25C/60RH,12,99.2379,PASS,2025-04-12
14554,159,24,25C/60RH,9,90.2341,PASS,2024-11-26
14555,251,9,2-8C,18,92.985,PASS,2024-03-11
14556,272,42,30C/65RH,12,95.609,OOS,2026-03-27
14557,25,44,40C/75RH,18,108.2926,PASS,2025-02-01
14558,127,12,30C/65RH,3,91.7842,PASS,2026-03-17
14559,286,20,2-8C,6,100.7951,OOS,2025-08-17
14560,75,19,2-8C,3,113.3784,PASS,2025-03-07
14561,123,22,30C/65RH,6,88.7813,PASS,2024-05-21
14562,271,21,30C/65RH,36,88.4332,PASS,2025-01-23
14563,1,44,30C/65RH,9,110.4876,PASS,2026-02-01
14564,274,15,25C/60RH,36,94.2113,PASS,2025-07-21
14565,147,29,25C/60RH,6,100.9806,PASS,2026-04-04
14566,255,1,25C/60RH,6,86.7409,PASS,2025-08-26
14567,295,3,25C/60RH,1,95.3244,PASS,2024-02-10
14568,264,20,40C/75RH,18,111.2329,PASS,2026-02-14
14569,75,39,30C/65RH,1,100.6802,PASS,2026-01-11
14570,10,38,25C/60RH,12,88.695,OOS,2025-10-07
14571,290,14,40C/75RH,1,87.3176,PASS,2024-12-06
14572,238,18,30C/65RH,24,98.3898,PASS,2025-03-15
14573,197,27,25C/60RH,12,94.4596,PASS,2025-03-19
14574,281,37,2-8C,9,89.9669,OOS,2024-06-24
14575,45,10,25C/60RH,24,92.9199,PASS,2025-12-04
14576,259,40,40C/75RH,3,97.0554,OOS,2024-04-20
14577,12,30,40C/75RH,0,82.3519,PASS,2025-08-17
14578,287,6,40C/75RH,24,99.5618,PASS,2026-02-17
14579,92,6,25C/60RH,18,95.4584,PASS,2025-03-02
14580,66,35,30C/65RH,12,91.1928,PASS,2025-08-08
14581,44,42,30C/65RH,0,95.4846,PASS,2026-04-20
14582,94,34,40C/75RH,36,100.507,PASS,2024-02-21
14583,5,6,40C/75RH,3,96.1521,OOT,2024-05-05
14584,15,19,30C/65RH,18,93.4393,PASS,2025-01-28
14585,130,5,25C/60RH,18,98.0538,PASS,2024-04-24
14586,64,6,25C/60RH,24,106.764,PASS,2025-08-30
14587,73,13,2-8C,36,102.02,PASS,2025-12-03
